사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44409,경인선,308,간석,332,7,4844,1150,9294,2364,20175,3637,16461,8079,10054,4950,7619,4764,7191,5546,7675,5459,7274,6215,6865,5931,6702,7263,7327,8608,7152,11111,8340,16752,4111,16241,3136,9092,3286,7129,1980,6616,724,3501,17,306,0,0,0,0,0,0
44409,경인선,309,도원,575,13,2173,788,2600,2047,5080,4643,5301,12067,3555,3222,3277,2987,3605,2954,3268,2995,3465,3162,3574,3027,5056,3428,7263,3813,5690,4309,5844,5103,2209,4361,1564,2954,1328,2434,723,1864,169,1351,16,306,0,0,0,0,0,0
44409,경인선,310,온수(성공회대입구),314,2,4987,1337,7748,3300,19215,6767,18917,10110,11864,5246,8951,5085,8083,5105,9176,5897,8212,6021,7448,6317,7741,7672,9500,9016,9207,12337,8486,19260,4719,16519,3173,9510,3135,8348,1952,7117,586,2573,0,153,0,0,0,0,0,0
44409,경인선,311,중동,981,8,9730,1203,15029,3573,36273,5016,27796,11662,15058,7300,11548,7102,10914,8242,11030,8451,10603,8640,9388,9194,9159,9947,9733,12838,9982,17288,11052,27363,5623,25945,4271,13988,3916,12138,2589,9972,682,4672,3,89,0,0,0,0,0,0
44409,경인선,312,도화,429,2,4097,580,6362,1531,14230,3561,11788,6211,7285,3350,5797,3378,5089,3744,5233,4227,5100,4080,4594,4703,4491,4744,5097,6260,5449,7880,5516,10386,2664,10538,2167,5820,1795,4692,1326,3650,430,2604,4,368,0,0,0,0,0,0
44409,경원선,128,이촌(국립중앙박물관),85,3,950,642,2888,2033,6198,4085,7167,6989,5913,4396,4679,2857,4505,2943,4925,3125,4865,3401,4642,3203,5285,3643,6231,4160,8190,5090,8299,6501,4677,5204,3334,3769,3084,3199,1798,2856,382,1029,0,57,0,0,0,0,0,0
44409,경원선,129,서빙고,52,0,771,560,1951,2417,2677,3813,2457,7262,2445,2769,2036,1504,1973,1441,2188,1511,2132,1608,2124,1586,2596,1857,3680,1914,5615,2276,5949,3054,2585,2466,1642,1414,1356,1354,832,1095,233,500,0,26,0,0,0,0,0,0
44409,경원선,130,한남,158,0,1721,695,2423,3740,3940,9566,5022,12460,4008,10281,4225,5002,4199,3769,4501,4503,4354,4808,4943,4056,6071,4253,7107,4717,12718,5119,12673,6001,6299,4956,4707,2379,4644,2700,3149,1895,654,825,3,28,0,0,0,0,0,0
44409,경원선,131,옥수,0,0,3,20,2,78,29,48,111,203,100,20,37,132,18,131,17,64,15,21,21,11,18,22,276,57,287,38,26,39,329,17,39,4,63,10,9,8,4,0,0,0,0,0,0,0,0,0
44409,경원선,132,응봉,153,1,1211,271,2459,1196,5586,1464,5836,1889,3700,1289,2555,1135,1950,1256,2183,1369,2091,1559,1783,1692,1923,1864,2211,2672,2148,3337,2232,4472,1353,4175,1005,2255,885,1775,659,1791,194,667,6,19,0,0,0,0,0,0
44409,경원선,133,왕십리(성동구청),991,3,5078,771,8065,4740,21339,10492,33465,18613,22945,13222,13584,14536,13870,15902,15520,19691,16137,20533,16560,20801,18523,22650,21449,26237,24541,35532,25745,53284,18386,37736,17365,22274,20740,17926,12025,16973,1903,6002,25,1667,0,0,0,0,0,0
44409,경원선,134,청량리(서울시립대입구),1328,10,5675,1514,7828,9438,23968,12731,34540,20590,19267,26446,24532,27744,19635,28642,23195,26589,28455,26175,24199,27993,27270,29309,28190,28852,26331,27490,31932,42360,19404,28719,22131,15155,14450,14308,7457,8930,2606,3648,10,438,0,0,0,0,0,0
44409,경원선,136,외대앞,591,23,4330,1090,6664,2394,14879,3208,18983,8239,11626,8369,9676,7070,9383,7442,10075,8009,9646,8106,9360,8524,10250,9969,10825,11705,11011,14280,9656,20538,6255,16155,4948,10260,4815,9818,3600,9356,939,4378,30,552,0,0,0,0,0,0
44409,경원선,137,신이문,1546,15,8745,923,13055,2113,29917,4033,32375,6941,18340,4303,13291,5389,10935,6397,10612,7443,9916,7638,8985,8270,8392,11500,7948,13840,7356,18142,7269,28667,4891,23016,3114,13580,2425,11682,1891,9601,524,3731,37,500,0,0,0,0,0,0
44409,경원선,138,석계,1320,27,5426,1593,10060,3676,21035,5090,25073,7366,16372,6326,12943,6607,11684,7774,11275,8657,10450,9561,9343,10375,9263,13599,9035,17055,10078,20916,9166,33718,6632,23851,4893,14416,5115,12939,3289,9251,809,3852,23,679,0,0,0,0,0,0
44409,경원선,139,광운대,2013,6,5346,1142,11988,2222,27212,4610,26530,8047,14059,7542,10390,6105,9062,6822,9144,7371,9166,7924,8046,7901,8207,9388,8750,11301,8263,14319,8125,24074,5024,19248,3900,11925,3730,9999,2684,8316,826,5330,35,1658,0,0,0,0,0,0
44409,경원선,140,월계,1014,5,4920,1005,8188,2417,20810,5676,18917,7914,12268,4835,9642,4945,8697,5289,8217,6117,7489,6556,7065,6107,7305,7733,8261,10343,6892,12126,6954,19105,3945,15895,2797,8882,2424,7529,1751,6103,437,2710,27,475,0,0,0,0,0,0
44409,경원선,141,녹천,1350,22,4076,638,7107,1244,17956,3063,14992,4371,9384,2335,6794,3155,5927,3350,6927,3844,5469,3958,4489,4020,4637,4817,5417,6668,4772,7605,4248,13683,3096,11174,1502,6693,1459,6058,818,4635,324,2450,48,367,0,0,0,0,0,0
44409,경원선,142,창동,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,경원선,358,방학,829,15,11310,1700,13952,4944,26894,8048,25170,17531,16924,9458,13824,9590,13047,9317,12827,10457,11821,9688,11239,11650,11190,13697,11946,15855,12582,18727,15807,25638,8536,23305,5680,12563,4839,10823,3014,9402,784,4249,50,1009,0,0,0,0,0,0
44409,경원선,359,도봉,413,25,6447,1179,9088,3346,16920,3909,16246,9079,11514,6865,9638,6993,8522,6173,8138,7262,8103,6906,8034,7796,8006,8947,8276,9459,8296,11404,9141,14871,4429,14206,2663,7904,2143,6716,1366,6118,458,2690,28,601,0,0,0,0,0,0
44409,경원선,360,도봉산,291,8,5727,1277,8498,3331,19477,4807,18680,7674,12562,10390,10963,12611,10696,11283,12410,11798,13960,9432,15469,8383,16368,8861,17694,7875,16230,7621,13470,9032,7648,7624,4303,4398,2921,3800,1564,3531,421,1640,24,502,0,0,0,0,0,0
44409,경원선,361,망월사,492,2,7255,998,11684,3223,23277,4115,22666,10079,14005,8070,11096,7152,10515,7144,9684,8994,9218,7800,8480,8166,8866,9283,8742,11924,9454,14800,8924,22804,4236,21098,2867,12099,2691,10014,1956,8398,604,3656,48,866,0,0,0,0,0,0
44409,경원선,362,회룡,1128,7,13302,2077,23020,5083,47645,8173,39605,10885,23887,10384,19817,10430,17981,11250,16990,13850,15345,13082,13488,14673,13047,16683,11365,20882,12202,26650,11074,38870,6408,37517,4936,19789,4051,16837,2921,13001,682,5479,62,1387,0,0,0,0,0,0
44409,경원선,363,의정부,2389,11,8564,1954,19844,6451,40554,12744,37374,32473,22767,27802,20599,25441,22709,23962,24306,27635,24010,30209,24250,28931,26246,26019,27993,29334,32944,33487,36821,46117,23035,42222,24036,24474,18120,19950,12367,16171,2729,7899,207,2739,0,0,0,0,0,0
44409,경원선,364,가능,504,10,7742,1578,10551,3427,21281,6393,19366,11169,10976,7559,9775,5712,8724,6723,9186,6567,7901,7351,7209,6017,7471,7601,7956,9764,9676,12309,8474,16929,5161,17037,3858,10766,3269,7388,2180,7297,565,3268,73,1219,0,0,0,0,0,0
44409,경원선,365,녹양,343,1,4763,943,7794,2230,15659,4422,12119,7435,7380,4134,6662,3120,6159,4847,5968,4380,5372,4627,4868,3715,5150,5404,5501,7125,5830,8660,7046,12018,3132,12408,2331,7002,1963,5324,1295,5255,279,2196,22,821,0,0,0,0,0,0
44409,경원선,366,양주,1964,8,4856,1896,10690,5940,26269,10217,22309,10697,14117,6333,12369,5837,10922,7477,10893,7386,9782,7493,8587,7358,8484,9216,10122,11168,11194,15120,12595,19781,6303,18886,3927,12720,2968,9470,1670,9130,480,3459,25,1230,0,0,0,0,0,0
44409,경원선,367,덕계,9,0,2481,1170,7016,3773,10904,2890,9614,3732,4895,1912,3623,1526,3502,1875,3131,2077,3109,2350,2709,2000,2895,2918,4165,3453,4023,5855,3961,7944,1600,8180,1161,4603,1022,3532,628,2563,202,1577,3,354,0,1,0,0,0,0
44409,경원선,368,덕정,0,0,3030,1537,7580,5317,15840,8464,14113,11090,8556,5032,6811,3787,7383,4406,6965,5584,6724,5395,6032,4443,5888,5926,6648,6350,9163,10663,10873,12270,4290,12355,3316,6887,2642,7432,1751,5109,803,2680,57,580,0,0,0,0,0,0
44409,경원선,369,지행,131,7,4707,941,9767,2506,18667,5225,16680,9534,11263,6228,9351,4895,9166,6179,8363,7449,8700,8114,7507,6871,7312,8726,7178,9489,8798,13248,9888,15471,5165,17256,4494,9936,3854,9015,2600,8240,800,4148,49,830,0,0,0,0,0,0
44409,경원선,370,동두천중앙,75,0,2570,640,4823,1969,7813,4095,7162,7931,5663,4116,4808,3418,4524,4504,4730,4252,4841,4184,4223,3390,4731,4173,4055,4186,5235,5145,6577,5343,2709,6509,1645,3851,1088,3251,788,3222,234,1723,15,386,0,0,0,0,0,0
44409,경원선,371,보산,51,0,1836,337,2337,976,4130,2198,3372,2218,2981,1614,2539,1415,2173,1504,2429,1565,2259,1760,2337,1757,2200,2004,2325,2231,3096,2936,2454,2963,1426,4228,905,2420,677,1991,310,1626,107,922,3,208,0,0,0,0,0,0
44409,경원선,372,동두천,23,1,871,620,2709,3096,4818,7697,4831,4373,3704,3201,3727,2848,2997,3443,2353,2170,2944,3132,3357,3145,3440,3317,2955,2917,3610,3202,4546,4135,2237,3585,1230,3234,538,2379,321,1596,143,1078,1,228,0,0,0,0,0,0
44409,경원선,373,소요산,108,0,699,1190,1386,1929,3265,2979,3565,4240,3964,4428,3846,9532,4518,11139,6792,10707,8458,8452,10934,6693,12385,4943,12482,4453,10158,3083,6224,2014,2722,1489,1523,1525,786,895,262,716,108,796,0,270,0,0,0,0,0,0
44409,안산선,280,산본,660,0,7505,1915,19450,5919,46189,12312,44716,25782,21298,19089,18366,17173,18502,16485,19124,18068,18355,20129,17818,19638,18223,20514,18958,23893,20777,32267,26559,55012,16241,46606,13661,24359,14366,19327,9676,15148,1466,7148,20,682,0,0,0,0,0,0
44409,안산선,281,대야미,44,3,2469,1108,6327,3733,14488,5080,15102,7431,8672,4151,6548,4086,5783,4219,6080,4469,6156,4005,5677,4255,5942,5636,6590,6611,6957,7856,8597,13767,4617,10925,3380,6640,2582,6124,1495,5416,427,2011,18,176,0,0,0,0,0,0
44409,안산선,282,반월,34,0,3087,1007,6894,2387,14456,3142,12875,5455,8046,3186,5846,2887,5428,3750,5050,3705,5198,4033,4522,4378,4220,5373,4802,6670,5634,7551,6108,13580,3274,10399,2362,7232,1517,6159,1028,5154,387,1985,52,179,0,0,0,0,0,0
44409,안산선,283,상록수,416,14,13646,2317,27913,7140,60837,10175,53863,14119,28236,11710,20223,9735,18112,10529,19395,11660,16467,13681,14114,13869,14015,15582,14458,22211,17422,30886,17360,56108,10669,49507,8968,31650,7440,27907,4796,21807,1320,10262,55,1138,0,0,0,0,0,0
44409,안산선,284,한대앞,155,4,6774,875,14473,3807,26538,7066,21499,13198,13434,9705,10589,8448,10490,7446,10857,7501,9947,8846,9308,8994,9084,9469,10176,12918,13122,16471,13917,26163,7694,21756,6016,13791,5491,11653,3821,10354,928,5379,23,658,0,0,0,0,0,0
44409,안산선,285,중앙,258,33,7509,944,23170,6851,47512,11196,35204,27181,19551,25618,17451,15795,18582,16302,20742,20186,18678,22362,18415,22505,19585,21091,23299,23933,27700,32316,31499,52667,19111,44469,19713,24484,20711,22385,15244,17294,2510,10088,63,1346,0,0,0,0,0,0
44409,안산선,286,고잔,265,13,4782,816,11937,3957,25154,11693,18292,23183,11060,11673,9915,8057,10239,7132,9152,7919,8687,8752,9169,8695,10111,8030,10971,8282,16835,12287,19169,20252,7230,16468,5929,10377,5437,9260,3641,7557,1012,4597,21,816,0,0,0,0,0,0
44409,안산선,287,초지,221,1,2723,420,7613,3443,17298,7292,11924,9110,6082,3752,4751,2648,4636,2981,4628,3491,4034,3754,3843,3809,3915,4055,4263,4404,6303,7209,8278,12920,4175,11987,2633,8032,2221,6669,1238,5167,339,2574,13,534,0,0,0,0,0,0
44409,안산선,288,안산,1537,10,9678,1488,10841,14643,17863,35054,17336,27900,13857,12865,11504,10748,11860,12006,13163,12016,13721,11252,13610,11656,14700,12259,17245,12887,34117,18538,37993,20587,18599,17198,16496,12962,9844,11328,3662,8231,860,3824,30,876,0,0,0,0,0,0
44409,안산선,289,신길온천,60,0,1795,46,2957,1416,5583,2788,4448,2539,2727,1187,2109,1195,1871,1412,1959,1355,1864,1235,1613,1445,1678,1829,1989,2075,2940,3149,3216,4432,1583,3789,1068,2473,661,2222,401,1996,86,1047,3,191,0,0,0,0,0,0
44409,안산선,290,정왕,222,1,5535,202,7964,11203,15601,22690,12715,21701,9033,10326,8438,7184,8182,7179,9032,8000,8476,7516,8610,7771,9871,8786,13189,8652,16954,12340,22463,16522,10314,12723,7802,10493,5468,8962,2513,7337,618,4213,6,728,0,0,0,0,0,0
44409,안산선,291,오이도,168,10,5348,201,12638,5874,26029,11149,19826,12205,11054,7495,9513,7980,9352,9475,10176,10951,10128,10489,9667,11429,10873,11883,12466,11864,16409,15366,16330,22732,10444,19160,9029,12568,8022,10495,4310,9390,852,5230,0,1201,0,0,0,0,0,0
44409,안산선,292,수리산,26,1,3196,411,7729,1750,15379,3305,15004,4531,8176,3023,5933,3520,5042,2864,5166,3222,4832,3069,4066,3010,4065,3910,3863,4769,4025,6378,4573,11343,2319,9225,1460,5803,1131,4710,807,4207,155,1747,7,161,0,0,0,0,0,0
44409,과천선,230,선바위,7,0,921,1019,5103,8415,15027,16502,19261,22524,12036,13031,8200,6527,7408,6058,8299,6332,8130,6058,7874,5753,8358,6348,11215,7327,18359,10161,25863,15404,12688,12093,7325,7204,5621,6609,2785,5355,614,2070,4,63,0,0,0,0,0,0
44409,과천선,231,경마공원,3,1,278,266,693,1663,1772,2194,2226,5148,1993,1826,1385,1095,1102,1154,1111,1160,1455,1113,1453,973,1533,1142,1882,1501,3146,1729,5944,2156,993,1599,591,1004,547,923,229,657,71,302,1,5,0,0,0,0,0,0
44409,과천선,232,대공원,5,0,117,520,450,3785,1145,4027,1309,9457,1858,11727,2133,11787,2830,6907,4608,5495,4794,5584,6144,5075,7106,4245,9598,3123,10009,2192,9951,1565,4842,961,3030,547,3513,352,1236,188,142,132,2,1,0,0,0,0,0,0
44409,과천선,233,과천,10,5,1849,539,6816,4921,17775,4053,17913,7982,10847,4230,8342,4028,7662,4346,8009,4876,7388,5126,6795,5437,7027,5649,8656,7554,8280,9682,6827,16816,3633,13929,2400,7980,1491,7501,1092,6426,260,2468,5,54,0,1,0,0,0,0
44409,과천선,234,정부과천청사,14,2,1778,1095,5991,10057,16031,17458,15026,52833,10708,14530,8460,8482,9192,7789,9818,8383,10450,8654,10533,8859,11125,8302,16898,9918,25947,12556,43176,18832,11750,15325,9311,8071,7870,7440,3315,6012,579,2319,6,40,1,1,0,0,0,0
44409,과천선,235,인덕원,55,5,7397,2577,24096,12672,61070,32755,56421,88687,30962,30337,23212,16385,22336,16813,23937,16188,23001,18304,20777,18787,22140,21772,27287,25256,43534,38954,71568,63669,24804,57099,18253,30003,16523,26672,8992,22684,1469,8844,11,246,0,0,0,0,0,0
44409,과천선,236,평촌,25,0,3454,2599,16702,7947,44730,28611,35588,75626,19343,29888,14893,14020,14613,10878,15405,12015,14132,15311,14320,12620,16729,12791,19646,16150,35240,20743,57859,38960,22977,35699,15742,17737,14032,13275,10117,12061,1794,4528,26,168,0,0,0,0,0,0
44409,과천선,237,범계,43,0,6598,2439,27197,8686,68110,19538,58345,48971,30838,38337,24810,27543,25424,23171,27671,25945,27182,31928,26278,27552,29385,29291,33062,34383,40093,44060,51662,73208,30296,62640,32461,30335,26577,23612,19275,20564,2370,7314,11,369,0,0,0,0,0,0
44409,분당선,143,선릉,16,2,963,1295,1966,9417,3712,37304,5564,107889,4850,71023,6114,28994,7539,19959,9286,18092,10245,19366,11265,15019,14460,12398,22391,13294,39086,14378,67622,16556,28847,9974,16542,5163,15989,4343,12922,3513,1238,1379,33,375,0,0,0,0,0,0
44409,분당선,144,한티,37,13,1915,1041,6292,8863,16121,24669,18616,45550,12199,39486,10343,22320,12267,17194,17015,21128,18039,25804,16988,16565,20119,16712,23572,19493,36551,28072,38897,30734,25110,20156,26595,10733,23253,9347,26627,7499,1634,2557,23,115,0,1,0,0,0,0
44409,분당선,145,도곡,68,1,1158,1036,2899,5891,7039,11556,9744,21128,7576,15514,6162,7248,6893,6174,7541,6578,8026,6930,8373,6611,10372,6466,11901,6967,16770,8790,19401,12226,9957,9395,6766,5237,5720,4796,4080,3998,564,1377,7,142,0,0,0,0,0,0
44409,분당선,146,구룡,2,0,352,1163,1207,5258,2198,5250,2992,4527,2482,2333,1993,1457,2059,1249,2138,1471,2605,1711,2152,1658,2976,1693,6800,1815,5400,2208,2939,3032,1625,2483,842,1374,1333,1227,504,1235,81,454,2,20,0,0,0,0,0,0
44409,분당선,147,개포동,6,2,723,1022,2845,7039,6962,4853,7297,8387,5039,6243,4010,3885,4160,2924,4577,3414,4335,4024,4416,3499,5281,3945,7380,4488,8456,5994,7402,8681,4198,7103,2696,3877,2707,3509,2122,3391,460,1123,1,35,0,0,0,0,0,0
44409,분당선,148,대모산입구,4,0,1725,999,3427,5698,8561,4826,8984,8254,6257,4766,5052,3019,4733,3277,4757,3323,4239,3469,4327,3506,4993,4298,6585,4322,8187,5597,6905,7368,3136,6278,1981,3800,1483,3644,916,3134,249,1162,9,67,0,0,0,0,0,0
44409,분당선,149,수서,41,1,2803,2651,5277,11099,19025,21968,28890,38038,18749,21117,16441,16347,14773,12134,17866,15474,15879,14260,12981,14746,19131,16146,22349,18396,29070,22241,34840,33094,16026,24421,16777,15029,10362,12435,10431,10658,2975,2971,0,177,0,0,0,0,0,0
44409,분당선,150,복정,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,분당선,313,수원,571,3,3979,590,7350,2881,19182,6460,20209,11251,9956,9584,7033,6818,7471,7975,8115,8467,8458,9082,8353,8906,9339,8199,11091,9919,13551,15358,17324,20579,11199,13673,11272,7736,10336,6872,6722,4718,1248,2135,34,284,0,0,0,0,0,0
44409,분당선,314,서울숲,108,0,2266,709,4474,5396,11358,16572,17106,34554,11839,22414,6869,14080,6868,11011,7829,11945,8822,13616,9481,12295,12173,12246,16690,12483,27288,14930,39682,20499,20392,13972,14239,7562,12596,6844,6794,6012,1018,1809,22,347,0,0,0,0,0,0
44409,분당선,315,압구정로데오,108,23,1227,848,2921,9909,4183,19268,5726,55333,5275,90291,6922,44643,10573,34114,13744,31610,16095,30504,20603,26332,26899,23874,35076,24149,52791,25899,73413,29445,56206,15341,46993,5536,36555,3657,20946,2974,1884,1130,29,201,0,0,0,0,0,0
44409,분당선,316,강남구청,13,3,1052,562,2426,4395,5522,13186,7656,47396,7251,38587,6966,16633,8343,12640,8730,12065,9737,13230,10953,11791,12788,11481,14494,11206,23511,12946,42752,16068,22436,10313,12738,5781,11683,4442,6967,4059,992,1413,12,287,0,0,0,0,0,0
44409,분당선,317,선정릉,8,2,889,990,1691,5152,3793,11926,5786,44159,5266,34942,4613,12632,5552,7133,5977,6432,6525,7406,7671,6593,8612,6083,10738,6009,21435,7028,39287,8379,19661,5840,9533,3505,7935,3192,5671,2899,915,974,14,186,0,0,0,0,0,0
44409,분당선,318,가천대,26,1,5040,696,6822,3276,15170,4337,20864,11467,12748,7215,7449,5718,6572,5790,7337,6904,6877,7135,6557,6601,6954,8238,9973,9295,10325,13406,9220,21164,5234,17541,3675,12408,3317,13053,2579,11360,802,5371,7,115,0,0,0,0,0,0
44409,분당선,319,태평,222,16,14590,1266,18646,4911,36953,7733,53794,15517,35484,11945,20138,10762,16401,12031,16869,12591,16378,13272,14865,15084,14231,20485,14722,23210,17120,28858,16086,40752,8904,28826,6416,22519,5222,24016,3401,16045,867,6294,13,174,0,0,0,0,0,0
44409,분당선,320,모란,372,6,13668,2838,20542,10294,45533,19253,56360,30311,40674,24302,28040,22700,27312,24381,27811,25763,26828,28933,30605,28465,26025,33214,26984,33910,29972,38061,35698,54212,19590,39599,13623,27957,12926,25934,8492,19728,2088,8607,24,262,0,0,0,0,0,0
44409,분당선,321,야탑,106,6,6237,2343,16141,12224,43389,33517,51168,79545,35881,44732,28807,29704,29066,24070,30334,28867,28619,30644,29706,28538,32316,31007,35254,32011,50870,42731,70091,59367,31223,46021,23006,28560,20916,21941,12786,21009,2439,7407,31,506,0,0,0,0,0,0
44409,분당선,322,서현,212,16,3890,2903,10984,10757,26996,32943,32270,65618,23265,53381,21483,31920,24260,29743,27991,33429,28679,34424,31585,34457,36275,30719,39737,33812,55759,40156,70888,51232,40752,37410,40312,20467,33408,16270,19396,12910,2876,5018,64,288,0,0,0,0,0,0
44409,분당선,323,수내,141,0,2205,1958,6108,6301,14548,14851,18007,45200,12099,34239,10459,18442,12069,14024,14659,15498,15253,14947,16926,14305,18484,14503,19672,14932,29430,18304,41594,24424,21849,18095,21012,10255,14606,8353,10048,7294,1416,2625,37,255,0,0,0,0,0,0
44409,분당선,324,정자,227,2,3025,1018,8000,11355,21033,28386,26102,60197,18264,32846,13322,17614,14425,14487,16299,16209,16001,17826,17362,15619,19745,15784,21907,19881,41028,26632,48489,39288,25803,28933,19879,16345,22894,13665,17568,12138,3244,4278,73,695,0,0,0,0,0,0
44409,분당선,325,미금,495,2,3211,735,10360,10441,21156,18593,26026,37093,19983,28169,19281,19316,20171,18026,20927,20203,20270,21076,21407,20443,25260,19479,25868,22553,30622,26966,33509,34706,16729,28442,14112,17508,14690,14975,10392,12819,1588,5336,28,801,0,0,0,0,0,0
44409,분당선,326,오리,528,13,3344,517,12128,7018,25379,12056,27555,29541,17282,16735,13230,9411,12951,9205,13734,10586,13373,9460,12852,9869,13651,10263,15009,11778,21477,14800,30153,20695,12422,19075,9457,11517,8821,9492,4786,8399,1123,3577,35,461,0,0,0,0,0,0
44409,분당선,327,이매,63,15,2239,941,5290,3552,11047,7492,12414,11755,8489,6717,6440,5091,6738,4930,6811,5721,6730,5919,6757,5563,6904,6016,8099,7108,11788,9063,12293,12935,5375,10452,3415,6186,4190,5551,3582,5671,511,2043,28,249,0,0,0,0,0,0
44409,분당선,328,보정,20,0,803,91,2666,1393,6348,2433,7572,4469,4790,1611,3359,1259,3043,1615,2944,1796,2689,1886,2645,2057,2952,2418,2953,3154,3584,3565,3418,5936,1489,5037,1075,3002,1129,2652,899,2744,158,1281,0,80,0,0,0,0,0,0
44409,분당선,329,죽전,1389,13,4624,624,12898,6728,33851,12818,30813,18954,17711,16526,12879,18348,13114,14883,14257,15003,14011,15561,13964,15730,15077,16806,17190,20294,21426,24764,24890,39244,15707,34343,20121,20884,10669,18055,6102,16246,1048,7822,1,2561,0,0,0,0,0,0
44409,분당선,330,구성,43,1,1823,384,6310,2278,16259,3895,16332,6801,9251,3449,6660,3025,5808,3458,5622,4066,5079,3955,5029,4197,4365,5219,4592,6682,5548,10058,6200,17235,3102,15674,2270,9197,1931,6788,1349,7349,331,2875,1,192,0,0,0,0,0,0
44409,분당선,331,신갈,42,0,2217,313,6984,1379,14685,2137,14794,5394,8391,3012,6426,2957,6238,3422,5293,3995,5532,4314,4790,4475,4780,5351,5571,5586,4577,9040,4150,14104,2182,12516,1555,7852,1386,6193,999,6653,258,2353,5,95,0,0,0,0,0,0
44409,분당선,332,기흥,148,1,4889,446,11531,3585,29091,7876,28582,12102,15200,6679,10927,5987,10345,7197,10597,7261,10015,8821,9483,8483,9853,9666,11092,11042,13497,17308,15788,31857,8640,25383,6897,14651,6452,12447,4168,12961,966,5104,13,327,0,0,0,0,0,0
44409,분당선,333,상갈,40,0,2557,489,7593,2383,15846,6029,15754,7801,9690,4492,7303,3633,6285,4088,6523,3813,6002,5272,5046,4712,5374,5451,5912,7423,7993,10472,8520,15147,4871,13200,3306,8809,3248,8215,1464,7190,477,2638,1,314,0,0,0,0,0,0
44409,분당선,334,청명,16,2,2121,687,5592,1597,13771,4385,13252,6791,6659,2914,4191,2401,4232,2623,4200,3211,4103,3143,3492,3632,4089,3893,4836,4489,6337,7559,6659,12402,2912,10705,2312,6355,1801,5782,1694,4821,385,1968,4,165,0,0,0,0,0,0
44409,분당선,335,영통,56,0,1948,1151,6417,3295,13973,7909,14871,18186,8499,12655,7116,7931,8108,8266,9268,9713,9499,10306,8730,9853,10387,9737,11742,10326,16956,15815,19764,20439,10038,15182,9088,9097,10267,8735,8464,7882,1434,2996,33,222,0,0,0,0,0,0
44409,분당선,336,망포,42,0,3837,2269,14956,7855,38727,19932,33959,35287,17253,14727,11725,7884,11614,8427,12621,9698,12110,9705,11132,9443,12557,11596,15793,13021,27383,19640,37426,34718,16807,35050,11563,20645,9907,15975,6590,13409,1640,4906,36,298,0,0,0,0,0,0
44409,분당선,337,매탄권선,59,0,2887,519,7372,2771,16040,3870,14527,8090,8043,3663,5478,3032,5170,2776,5343,3701,4908,3558,4408,3464,4866,4694,5877,6044,8272,8792,7078,15477,3532,12731,2535,7747,2233,6490,1644,6335,392,2536,6,147,0,0,0,0,0,0
44409,분당선,338,수원시청,134,1,3519,1205,8893,5518,22806,13009,21940,36948,12031,24106,10090,14378,12046,10762,13770,15246,12878,16399,13008,12873,15490,13855,19676,15155,24058,23613,34363,34904,16668,25214,14790,14935,17122,10769,12140,10260,1955,4253,43,443,0,0,0,0,0,0
44409,분당선,339,매교,274,1,2522,766,3809,3835,7085,4370,8170,7007,4379,3061,2882,2234,2641,2150,2772,2789,2501,2342,2453,2752,2808,2757,4654,3730,7047,5564,5188,7498,2269,4774,1427,3493,1274,3076,886,2473,220,858,7,93,0,0,0,0,0,0
44409,일산선,374,원흥,150,2,5225,616,14292,5284,32823,6319,35451,13475,19205,9189,13452,7877,11922,7714,12425,9086,11805,10460,10089,9867,10737,11332,11310,13667,12523,19721,15157,28929,7245,29667,5868,15562,5200,14550,3530,12347,651,4488,10,99,1,1,0,0,0,0
44409,일산선,375,지축,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
