사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44409,수인선,355,숭의,10,0,3085,1005,5318,2818,10823,7077,8693,9573,5204,3885,4605,3582,4532,3039,4665,3768,4402,4404,4600,3726,5236,3656,5778,4984,7918,6549,7923,8812,3227,5545,2139,4002,1778,4573,1376,2812,515,1219,4,241,0,0,0,0,0,0
44409,수인선,356,신포,5,0,1116,302,1364,979,2815,3230,2409,6723,1676,2334,1427,2216,1662,2373,1927,2482,2254,2472,2463,2197,2956,2349,3470,2759,3940,2733,6055,3272,2354,1911,1715,1133,1491,1293,715,1011,160,336,2,81,0,0,0,0,0,0
44409,수인선,357,인천,66,2,642,148,773,1070,1904,2445,1513,3357,1188,1519,1337,1954,1558,3498,1879,3797,1952,3503,2235,4080,2500,4762,3329,3698,3394,2908,2296,3581,1608,2510,1373,1773,1245,1604,694,1389,135,670,1,99,0,0,0,0,0,0
44409,경강선,238,판교,31,0,807,13,1800,5505,3624,9937,2787,20897,1905,14746,1910,6333,2569,5877,2950,4553,3254,3980,4143,3701,6082,3251,6710,3420,11723,4577,17860,4086,12495,3076,10737,1479,7162,1315,2852,828,679,396,0,220,0,0,0,0,0,0
44409,경강선,239,이매,5,1,684,29,1402,805,3522,1394,2701,2334,1314,1526,1039,781,1075,828,1109,856,1111,1011,1081,904,1304,1005,1304,1204,1844,2025,1997,2466,1071,2151,901,1035,1077,876,902,502,237,207,0,115,0,0,0,0,0,0
44409,경강선,240,삼동,0,0,1146,193,3658,1086,9079,2127,10801,1977,5375,978,3184,1026,2620,1353,2196,1394,2069,1452,1762,1993,1609,2238,1778,3394,2790,4736,2529,7765,1059,6779,784,3905,608,3820,281,2354,87,647,3,20,0,0,0,0,0,0
44409,경강선,241,경기광주,0,0,2076,247,11478,2117,29886,4226,28963,7587,14642,3929,9419,3648,8625,4045,8421,4775,7456,5829,6439,6106,5874,7280,6705,9754,8220,14134,6839,27281,3845,24096,2601,12849,2074,11153,1187,7122,291,3127,0,16,0,0,0,0,0,0
44409,경강선,242,초월,4,4,1130,106,4497,1230,10775,3508,11560,4176,5981,1582,3667,1537,3446,1816,3403,1887,3028,2210,2741,2324,2627,2868,3370,3875,4294,4859,4287,10342,1819,7818,1299,6509,941,4261,452,4069,170,1923,0,0,0,0,0,0,0,0
44409,경강선,243,곤지암,2,0,675,181,1786,1657,5636,4927,5433,4420,3411,2148,2487,1847,2537,2031,2599,2439,2522,2174,2484,2194,2688,2432,3012,3118,4924,3887,5497,4710,2203,4952,1392,2817,856,3074,354,1912,157,1076,0,0,0,0,0,0,0,0
44409,경강선,244,신둔도예촌,0,0,561,127,1845,540,4643,1645,3516,2747,2182,1220,1787,911,1522,1074,1672,1328,1496,1112,1262,1134,1310,1424,1657,1670,2926,2489,2591,3256,1167,3641,870,2197,694,1986,184,1329,91,743,0,0,0,0,0,0,0,0
44409,경강선,245,이천,6,0,573,25,2252,1223,6262,4749,5026,6088,4015,3736,3628,2555,3596,3148,3429,3212,3265,3511,3014,3176,3255,3539,4386,3637,4795,4657,6269,6653,3327,5366,2507,4200,2045,2557,859,2910,249,1084,1,210,0,0,0,0,0,0
44409,경강선,246,부발,2,0,634,19,2134,1183,4003,4629,3550,3944,2920,1796,2515,1455,2571,1756,2667,1744,2470,1959,2480,1794,2691,1911,3026,2383,4765,3129,4731,3531,2207,4148,1745,3240,941,2652,430,2413,169,1625,3,570,0,0,0,0,0,0
44409,경강선,247,세종대왕릉,0,0,262,11,489,88,694,594,727,604,511,468,465,354,392,467,418,440,444,304,508,491,472,449,534,482,613,549,659,700,296,732,164,338,70,365,26,143,13,156,1,33,0,0,0,0,0,0
44409,경강선,248,여주,24,0,908,9,2643,664,4238,2730,4091,2365,2811,2585,3214,2264,2979,2825,3118,3501,3245,3016,3433,2921,3751,2906,4032,3951,3916,3678,2955,4115,2504,5464,1758,3610,1035,1950,515,2032,110,1498,0,523,0,0,0,0,0,0
44409,5호선,385,방화,4,0,4388,3,9415,3283,23476,4941,20653,11414,12068,6435,8963,5348,8544,5759,9693,7194,9263,6830,7698,6915,8039,8195,9117,9522,8468,11248,8872,19305,4215,17567,3112,10286,2331,8871,1575,7569,351,3281,0,383,0,0,0,0,0,0
44409,5호선,386,개화산,3,0,3646,363,6738,3077,18542,5294,16616,10196,9008,5305,6674,4516,6508,4499,6664,5354,6636,5166,5947,5651,5826,6469,6143,7023,7838,8840,9463,14518,4424,13489,2798,7712,2304,7261,1754,6301,360,2581,0,331,0,0,0,0,0,0
44409,5호선,387,김포공항,2,0,339,1683,1657,7914,4503,12913,6511,15564,7294,10849,6518,10484,9548,12302,10169,12922,11686,14895,12968,14834,15130,13653,14036,12382,18273,13557,23884,13246,15767,7795,14225,3719,13895,1616,8167,1027,1813,426,6,37,0,0,0,0,0,0
44409,5호선,388,송정,42,0,3458,1016,7550,4122,17837,6524,18824,11566,11721,6701,9214,5940,8481,6343,8473,7227,8211,7140,7627,7317,8222,8170,8446,9902,11032,11538,11412,16657,6022,13543,4248,8536,3721,7858,2549,6847,698,2931,4,233,0,0,0,0,0,0
44409,5호선,389,마곡,7,2,2033,1487,6131,5258,19877,10225,19631,38479,10585,25725,8955,11550,9174,9221,9432,9896,9820,10084,10784,9764,12320,9031,14655,10929,22933,12453,34634,20399,13564,16211,8894,8521,7913,7469,5210,6363,1089,2746,6,244,0,0,0,0,0,0
44409,5호선,390,발산,3,0,2746,2318,7953,13018,22221,28995,22734,87040,14843,49627,15961,24601,17612,20908,19671,22373,20137,24208,23728,21182,27465,21381,33914,21092,49283,24412,70892,35008,31350,25153,22274,12894,23547,10257,15644,8700,2225,3013,8,326,0,0,0,0,0,0
44409,5호선,391,우장산,0,0,5842,689,17370,4527,44820,10448,45565,17739,23503,12255,18001,11388,18115,12245,19004,13160,17806,15137,16028,16050,18243,17959,18375,21441,18085,27416,16118,46432,9868,37380,6862,20517,5913,17089,4783,16817,709,6031,4,396,0,0,0,0,0,0
44409,5호선,392,화곡,91,1,20535,1406,35222,10030,95552,12380,121310,24163,59032,19980,36469,15890,32693,18159,33789,20191,30526,22306,27024,25897,26020,30379,28248,41000,29444,55072,29597,106770,17749,77390,12800,46507,11139,42433,7666,33155,1803,14524,2,735,0,0,0,0,0,0
44409,5호선,393,까치산,101,1,22441,1384,37596,8106,104308,10085,130443,18648,65319,16590,38341,17471,33711,19342,34858,23204,32293,24296,28510,27356,26000,36941,26394,45139,25319,59391,26303,111753,16418,87948,12884,53103,11253,50311,8283,38055,2132,16363,4,602,0,0,0,0,0,0
44409,5호선,394,신정(은행정),59,0,10989,761,20111,3294,54404,5793,66535,11778,30593,7433,16748,6929,14019,6977,14032,8299,13328,9406,10973,10085,10127,14278,10537,16877,12045,25007,12848,42017,6783,33303,4678,19530,4176,17923,3123,16364,756,6319,3,84,0,0,0,0,0,0
44409,5호선,395,목동,6,0,7039,979,17683,5998,47288,12786,58441,26250,28110,18876,19331,14497,18191,13407,18906,15436,18346,17806,17964,18430,17287,20480,19096,26217,22224,36016,25624,69277,13601,47673,11354,25700,11500,23140,11071,17549,1574,7285,1,82,0,0,0,0,0,0
44409,5호선,396,오목교(목동운동장앞),0,0,3965,1691,11812,7794,38042,26802,44999,63119,22406,49685,18084,26262,19692,25252,23129,27217,23108,28237,23399,26588,26406,25979,31284,31851,40370,42436,61082,62862,32139,41568,34267,19264,26455,17674,23401,13361,2631,5814,0,40,0,0,0,0,0,0
44409,5호선,397,양평,1,0,1772,665,5544,2492,18944,7993,22261,32378,9023,12720,6163,5083,6045,4352,6533,5098,6602,5037,5962,5033,6318,5570,6650,6834,13289,10628,27183,19838,8089,14459,4769,7616,4015,7703,2489,5843,590,2401,0,22,0,0,0,0,0,0
44409,5호선,398,영등포구청,0,0,919,712,2003,2395,5956,5265,7817,18163,4197,7847,3082,3775,3402,3380,3414,3242,3715,3472,3732,3453,4287,3766,5122,3855,7846,4915,15856,8400,5458,4744,3092,2971,2819,2560,1969,2347,533,971,0,2,0,0,0,1,0,0
44409,5호선,399,영등포시장,1,0,2377,980,5254,4690,17045,11842,23863,33659,11626,18608,8332,11775,9491,11063,10247,10416,10521,12346,10527,11033,12347,10543,13643,10743,19911,13544,30103,23496,12768,15207,8298,8816,7448,8576,5168,7190,1062,2487,0,8,0,0,0,0,0,0
44409,5호선,400,신길,26,0,1535,422,3479,1835,10985,4221,16510,12270,6527,5042,3254,2450,3240,2631,3810,2948,3751,3331,2934,3121,3055,3255,3663,4245,5873,8238,11518,15048,3895,9709,2351,6027,2849,6727,1813,5275,587,1914,1,17,0,0,0,0,0,0
44409,5호선,401,여의도,1,0,1518,2268,3301,19432,8407,110689,11213,177178,9283,61438,9538,23744,14775,21447,14355,22592,17044,23550,21423,19400,28545,17485,37271,15926,105887,18823,145784,23180,54456,11552,39621,6564,29361,5462,13359,4201,2071,1676,2,644,0,0,0,0,0,0
44409,5호선,402,여의나루,4,1,1341,1081,2179,7945,3918,29411,6672,49518,3646,20043,3258,10234,4473,10198,4628,11625,5450,12884,7019,13563,12248,13088,15438,12830,30238,13809,44226,16158,21902,11267,26392,7192,20946,4836,14004,3140,3681,1246,2,91,0,0,0,0,0,0
44409,5호선,403,마포,11,0,2247,1452,6922,9603,20060,21322,26929,59528,14528,31524,11026,13638,11821,13866,12822,12426,14066,13281,13670,11897,14805,11921,18568,13677,31466,19187,51162,30016,19549,19818,13358,10408,14284,8882,7696,7346,1881,3030,2,174,0,0,0,0,0,0
44409,5호선,404,공덕,5,0,1651,1029,4633,5775,16906,26038,23247,66659,11017,34113,9208,13550,10651,12249,12489,11571,13262,12030,12624,11575,13511,11573,17642,12176,31368,19318,57623,31487,20791,17723,14662,9339,14657,8306,8197,6611,1451,2485,2,204,0,0,0,0,0,0
44409,5호선,405,애오개,3,0,2154,545,4183,3416,13926,8716,19473,24219,9765,10485,6862,6123,7115,5188,7433,6142,7758,6252,6921,6337,7605,7013,8861,7098,11573,10581,19523,16984,6652,11352,4532,6525,3495,5723,2672,5058,550,1943,0,815,0,0,0,0,0,0
44409,5호선,406,충정로(경기대입구),13,1,1004,230,1989,1529,5590,8149,7919,26434,4281,11921,3159,3632,3622,3143,3886,3179,4338,3585,4356,3468,4529,3267,5353,3345,10975,4979,23371,8140,6768,5704,4241,3604,3474,3640,2057,3125,367,1266,0,94,0,0,0,0,0,0
44409,5호선,407,서대문,19,2,2797,1028,5227,12667,13931,55837,18426,131800,14118,35104,12982,15727,15689,13805,15543,12699,14349,16586,16835,13636,20620,10838,26497,11268,51063,13647,97926,18249,26654,11780,18582,7266,14325,7579,8500,5602,1522,2533,0,196,0,0,0,0,0,0
44409,5호선,408,광화문(세종문화회관),2,0,797,679,2882,20504,7276,64130,11983,208615,9831,84886,10742,34547,16215,33456,19445,29816,24589,31274,27292,24344,34665,22036,44415,19877,79170,22078,173772,25489,61295,12989,41038,6191,40498,4898,18883,3319,3208,1283,2,105,0,0,0,0,0,0
44409,5호선,409,종로3가,39,0,745,635,1727,5706,2507,12036,3634,33518,3538,28123,5126,22595,9420,23612,12542,25016,14295,24275,16782,21293,19544,18181,24826,16371,33825,15579,46495,16550,26242,8162,22162,3379,22643,2522,11573,1855,1614,758,3,112,0,0,0,0,0,0
44409,5호선,410,을지로4가,0,0,321,470,616,5334,964,14149,1741,36762,1902,16609,2919,9202,4283,8570,5413,7205,6031,6825,7018,6018,8219,4987,10038,4183,18970,3370,31030,3416,13502,1701,7088,916,5547,874,3183,523,553,257,0,26,0,0,0,0,0,0
44409,5호선,411,동대문역사문화공원(DDP),0,0,161,280,515,2490,1096,7916,1694,25091,1164,8458,1160,2965,1351,2616,1692,2405,1869,2601,2297,2621,2628,2047,3588,1985,8923,1981,17768,2271,6887,1363,3341,874,2480,988,1672,580,466,347,0,28,0,0,0,0,0,0
44409,5호선,412,청구,3,0,1443,209,2587,1483,5804,3556,8615,12782,5547,5992,4456,4000,4199,3284,4301,3536,4760,3867,4641,3848,4509,4213,4855,4563,6829,6049,12422,8798,6870,6277,3995,4011,3190,3875,2214,3320,665,1380,2,80,0,0,0,0,0,0
44409,5호선,413,신금호,16,0,2812,397,6079,2469,16916,5660,22487,11929,12021,6363,7851,5031,7160,5400,7343,6111,7041,6289,6383,6681,6410,7871,7712,9384,8156,13407,8685,21819,5661,15048,3894,8742,3420,7859,2087,6765,586,2555,2,159,0,0,0,0,0,0
44409,5호선,414,행당,18,0,3688,756,10170,2562,25716,4369,35356,8184,17189,5863,10932,4879,9610,5617,10040,6802,9363,6987,7936,7420,8273,8385,7677,11243,8346,16118,8504,28788,5196,19518,4170,10751,3624,10566,2929,8428,603,2835,1,147,0,0,0,0,0,0
44409,5호선,415,왕십리(성동구청),21,0,1933,347,2091,2534,5084,5235,7932,16539,4614,7066,4162,6054,4526,5799,5066,6634,5219,7209,5711,6506,6236,6665,7512,7038,9197,8824,13379,12320,7400,7494,6225,4111,6494,3741,4550,3128,1039,1432,0,968,0,0,0,0,0,0
44409,5호선,416,마장,0,0,2292,560,5347,3174,13352,5808,17496,12861,9408,6801,6744,4929,6522,5235,6873,5321,6211,5360,6216,5150,6424,6200,7151,6543,8502,9032,10335,13456,5896,10018,3508,6024,3184,5398,2044,5013,600,1996,4,100,0,0,0,0,0,0
44409,5호선,417,답십리,18,0,8233,1156,16018,6145,47171,11858,62959,29976,29430,14658,17445,10964,15885,11196,17150,13205,15636,13283,14557,13443,14900,15715,16172,19302,21424,28069,27642,49380,14586,36386,9298,19829,7411,18375,5764,14963,1295,6131,1,201,0,0,0,0,0,0
44409,5호선,418,장한평,21,3,6571,1038,16298,10489,44722,20505,60090,58496,29574,26963,18503,15345,16599,14634,18638,15135,18101,15489,17440,15770,18421,16430,22792,22006,31676,30244,48375,54154,21951,38256,12407,20939,10764,19691,6820,15053,1591,6344,2,280,0,0,0,0,0,0
44409,5호선,419,군자(능동),40,2,6875,845,10427,4688,28666,6637,39459,20975,18718,14248,11446,9594,10898,9505,11703,11373,11590,12266,10798,12188,11141,14190,12154,16606,16099,24688,20959,44144,12043,29644,9618,16318,9900,15029,6923,13298,1579,6006,0,1340,0,0,0,0,0,0
44409,5호선,420,아차산(어린이대공원후문),3,1,8025,1519,14778,5299,36755,10302,49988,21157,26848,16255,17634,15205,15935,14677,19291,15613,18416,15608,17822,14868,17831,19273,19547,21147,20853,29164,21682,46774,13194,34401,9871,19929,9057,16457,5709,14847,1259,5947,2,177,0,0,0,0,0,0
44409,5호선,421,광나루(장신대),2,0,4803,1952,14145,7512,32193,13550,38182,24157,22281,16338,15543,12447,15247,11709,15972,12347,15394,11558,14686,11957,15319,12868,17578,16124,19018,20910,24332,34355,12349,23705,8185,14713,7953,13687,5988,11610,1135,4309,9,109,0,0,0,0,0,0
44409,5호선,422,천호(풍납토성),36,0,6782,1647,10272,11547,23015,16932,29273,31556,19231,30295,17119,22816,20734,22502,23172,24145,23439,24990,24241,25145,27531,27456,31522,28478,39664,34316,43303,46482,30794,32561,29600,16828,22646,15531,13565,12529,2389,5150,11,438,0,0,0,0,0,0
44409,5호선,423,강동,28,0,10709,1244,17370,10734,46223,25073,57627,42422,30248,23779,20689,16061,20169,14384,20994,15458,19711,17231,18411,16006,20173,19013,21521,20949,32849,30167,38971,47106,17455,38114,12457,22463,10531,21146,7038,18542,1725,8195,8,862,0,0,0,0,0,0
44409,5호선,424,길동,1,0,4488,720,7885,3943,18708,5864,23491,15567,12691,11917,10359,8925,10147,9556,11288,9398,10561,10285,9609,11098,10345,11234,11535,13223,13072,16721,15435,23330,7528,18205,5355,9875,5131,9076,3438,6400,489,3032,2,405,0,0,0,0,0,0
44409,5호선,425,굽은다리(강동구민회관앞),3,0,6299,535,12212,2654,29866,5681,32678,13779,18438,9445,13572,7451,12599,8503,11949,9378,12210,9714,11141,11343,10655,11729,10624,13452,11903,18405,13118,31131,7540,23861,5235,13800,5447,14273,3688,9922,492,4055,9,628,0,0,0,0,0,0
44409,5호선,426,명일,0,0,4431,586,10457,3141,29533,6045,26710,9638,14202,8717,11588,7205,10943,8104,11184,8362,9787,8115,9100,8843,9414,12378,9808,12368,9640,17833,10729,29922,6082,25198,4379,12525,3778,11078,2718,9059,463,3415,3,430,0,0,0,0,0,0
44409,5호선,427,고덕,3,0,3259,1498,9717,5326,25279,10921,21169,18153,12891,11318,11703,9821,12835,8229,12452,11226,10925,11611,11591,10868,12785,12800,15764,12146,16972,16479,14767,24078,7709,23711,5991,11129,6668,9163,5124,8880,837,2957,3,410,0,0,0,0,0,0
44409,5호선,428,상일동,25,1,8419,1078,25924,5505,72699,9986,48367,15302,27126,9738,19302,8131,16953,8318,16921,11660,15923,11346,13939,11496,14471,13950,14952,20802,15607,28415,15966,47117,8775,50851,6819,23711,4676,20714,3027,19772,749,7277,1,1217,0,0,0,0,0,0
44409,5호선,429,둔촌동,1,0,3575,996,8210,7488,20623,9068,23646,17755,13019,9740,9465,8269,9467,8369,10545,9532,9720,9486,9627,9626,10643,10378,14080,13932,15214,16002,18347,23938,8559,18574,6279,9301,5739,8680,3582,7460,624,2871,0,0,0,0,0,0,0,0
44409,5호선,430,올림픽공원(한국체대),0,0,1077,983,4947,3759,9870,5491,9561,7912,6247,4417,5212,3940,5017,3543,5376,4045,5303,5278,4730,3967,6142,4124,7679,5325,8084,5965,8143,7822,4320,7213,2667,3920,2076,3216,1646,2714,292,1443,0,84,0,0,0,0,0,0
44409,5호선,431,방이,1,0,1992,738,6449,3916,15883,7578,14279,21357,8836,11098,7021,7436,7199,6537,8466,7592,8199,8945,7229,7655,8571,8214,9754,10506,11875,14115,17930,17823,8563,14419,6311,6987,7597,5714,7756,4718,559,2224,0,230,0,0,0,0,0,0
44409,5호선,432,오금,0,0,994,269,2664,2638,7368,7265,6597,17369,4382,5810,3431,3187,4119,3002,4611,3081,4029,3193,4035,3160,4874,3246,7075,3970,8280,4587,13261,6832,3949,5236,2884,3320,2239,3362,1782,2601,387,1457,1,164,0,0,0,0,0,0
44409,5호선,433,개롱,0,0,3281,1045,6843,3226,20430,7395,18093,13925,10338,8087,7897,5260,7540,6124,8098,6168,7357,6547,6707,7817,7719,7670,8721,9585,9800,12704,11890,19048,5457,16883,4002,8953,3499,8928,2129,7021,325,2591,0,329,0,0,0,0,0,0
44409,5호선,434,거여,0,0,4707,733,10182,6663,29194,7893,26170,16838,14594,9023,10754,6641,10206,6942,10787,7934,9715,7041,8481,7973,8998,9621,12452,11463,13550,15456,13219,22811,5916,22045,4085,10885,3836,10248,2274,9520,415,3406,1,470,0,0,0,0,0,0
44409,5호선,435,마천,39,1,5472,303,10245,2952,26626,4229,22196,9271,11913,5988,8020,5614,6946,4771,7634,6160,7202,5493,5804,5393,6289,8430,7257,9508,6982,12551,7806,19031,3544,19170,2839,9196,1788,8380,1070,8877,140,3140,1,489,0,0,0,0,0,0
44409,5호선,436,강일,0,0,1457,320,5204,1759,10290,2765,12164,4269,7633,1788,5110,2103,4461,2204,4262,2486,3740,2815,3240,2824,3295,3329,4100,5097,4168,6067,4239,12038,1732,10657,1131,6030,937,4223,624,3982,163,2214,0,19,0,0,0,0,0,0
44409,5호선,437,미사,49,0,5494,650,19822,7888,53733,10119,49919,17870,24219,16338,16631,10208,15826,12140,17169,12793,14929,14497,14200,15533,16239,15153,18123,18834,20846,28872,21822,49011,12185,52720,11271,26751,12065,21332,8821,16407,1979,8156,1,1134,0,0,0,0,0,0
44409,5호선,438,하남풍산,4,1,1506,158,4239,1315,8985,4543,8516,12443,5374,8424,4325,5713,3902,4022,4273,4058,4063,3676,4085,4268,4973,4224,6399,4749,7871,5835,11725,8452,4820,8341,3407,4783,3272,4222,1669,3409,349,1482,2,298,0,0,0,0,0,0
44409,5호선,439,하남시청(덕풍·신장),2,0,3200,112,7146,2449,15840,4037,14096,8712,8512,5399,7652,5592,7498,5755,7682,6183,7241,5649,6479,6442,6728,8658,7752,8342,8614,10752,9022,15378,5054,13904,3665,7820,3023,5625,1906,7049,363,2437,0,428,0,0,0,0,0,0
44409,5호선,440,하남검단산,6,2,2404,16,6259,2584,14821,4387,12664,7268,7856,6395,6226,8006,5990,6230,6270,7179,6654,6086,6799,6132,7087,6283,8405,8894,8376,7711,9131,11311,5475,12717,4453,7556,4500,4333,1291,6259,264,2245,0,410,0,0,0,0,0,0
44409,6호선,441,응암,16,0,10533,1291,22728,5247,60163,8564,74052,16025,36738,11110,23363,11895,20963,12733,22067,15139,20862,15474,17914,17041,16743,21883,18082,25831,17421,38193,18117,67202,11281,54753,8563,32913,7427,26422,5239,23928,994,8776,1,430,0,0,0,0,0,0
44409,6호선,442,역촌,0,0,1803,261,5211,1789,13881,2618,14566,7677,8218,4290,5675,3698,5087,4394,5282,4611,5217,4809,5087,4796,4754,5305,4380,6904,4409,8782,5128,15342,2611,12785,1847,6822,1380,6881,1103,5002,171,2822,0,0,0,0,0,0,0,0
44409,6호선,443,불광,33,1,1486,450,3267,2688,8799,3236,9838,6116,5862,6075,5112,4716,5529,5031,6096,5211,6619,5417,6703,5371,7467,6217,8530,6532,7872,8102,7648,12485,4664,9615,3638,4890,3173,4383,1724,3759,224,1944,0,29,0,0,0,0,0,0
44409,6호선,444,독바위,0,0,1775,237,4188,970,11104,1657,11257,2955,5810,3073,3919,3001,3571,2479,3937,2933,3467,2680,3122,2938,3107,3409,2922,4301,2495,5618,2305,10354,1498,9916,938,5293,753,4368,573,4317,144,1870,0,142,0,0,0,0,0,0
44409,6호선,445,연신내,0,0,0,0,0,0,0,0,22,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44409,6호선,446,구산,6,0,4853,135,9955,2045,24568,4888,30669,6840,15536,4957,10352,4538,9832,5830,10189,5988,8960,6658,7819,6394,7556,8053,9805,10251,8002,12422,7369,18808,4723,18111,3415,8762,3534,7914,2911,6135,481,2501,0,197,0,0,0,0,0,0
44409,6호선,447,새절(신사),10,1,9194,527,18513,4649,45470,6209,51516,11731,26569,8027,16358,8088,14573,8800,15427,10523,14132,11120,12215,11668,11712,15144,13801,17624,12492,24451,12369,43996,7902,36062,5189,20425,4418,18314,3255,15367,746,6132,3,1066,0,0,0,0,0,0
44409,6호선,448,증산(명지대앞),22,4,7098,565,13992,3658,32982,4829,40619,8908,21882,7073,14510,6522,12241,7850,12166,8583,11717,9123,10433,10087,9586,12775,10046,15864,10679,20998,10630,38192,6585,29674,4610,16657,4048,16701,3059,13150,745,5433,1,595,0,0,0,0,0,0
44409,6호선,449,디지털미디어시티,110,4,4996,3052,11648,11666,35073,22666,38628,58251,20760,22718,12112,10695,10804,8895,11332,9359,10473,9857,10128,9663,11330,10727,14396,14600,27242,20728,42081,36089,15900,27207,8726,15104,6611,13831,4441,11544,1177,4457,16,690,0,1,0,0,0,0
44409,6호선,450,월드컵경기장(성산),0,0,972,1226,2508,2985,7283,4685,8748,8159,4881,7520,5101,7571,5876,7758,6137,8273,6175,9302,6756,9396,8935,8464,10776,8222,10998,7977,11476,11219,6703,8340,4724,4307,5855,3107,2772,2124,442,779,0,61,0,0,0,0,0,0
44409,6호선,451,마포구청,23,1,6273,1785,11477,7592,32220,12964,43462,31737,26242,15916,18138,11957,16092,10779,16928,13180,16315,12988,15072,12895,15521,15106,16854,16982,21552,21938,32921,37583,15694,27348,10398,16736,9790,15437,6609,12680,1748,5967,0,26,0,0,0,0,0,0
44409,6호선,452,망원,2,0,4531,783,8697,4503,22018,7569,31567,28557,20587,27005,15360,18728,15243,20660,16569,23941,17167,24823,18312,23374,19130,25692,21162,26093,26951,30404,34756,41232,22641,28422,18183,14637,17912,13096,11426,10325,3059,5366,0,0,0,0,0,0,0,0
44409,6호선,453,합정,7,0,2870,1135,4819,5730,10939,14578,17286,35570,11823,23269,9840,14731,10899,16296,13445,17297,14546,19080,15784,15994,17747,16946,20078,18433,27028,21853,41402,29954,25767,18974,22413,9686,24593,8226,16439,7295,3259,3471,0,17,0,0,0,0,0,0
44409,6호선,454,상수,8,0,963,783,2845,3056,6928,5701,11154,18943,7509,16832,5551,12576,5890,13232,7498,14861,8743,15409,9344,13604,10190,13415,12383,14569,17105,16549,24073,20985,15971,13800,13620,7099,15950,5502,12055,4604,2276,2320,0,18,0,0,0,0,0,0
44409,6호선,455,광흥창(서강),4,0,2460,1221,6015,3985,14848,13209,20581,29734,13363,14102,9780,8906,10138,7520,10070,8106,9434,8614,9570,8083,10154,8780,11379,9553,17181,12639,26566,19963,11452,14858,7292,8338,6378,8087,4358,6531,1093,2528,0,76,0,0,0,0,0,0
44409,6호선,456,대흥(서강대앞),19,1,1928,697,4608,3889,12357,10706,16583,25367,10613,15902,8255,9729,8404,8435,9923,9696,9290,10094,9159,9123,10561,9625,12614,10690,16765,12439,21634,19490,10914,12980,7705,7782,8077,7004,6606,6193,1500,2703,0,70,0,0,0,0,0,0
44409,6호선,457,공덕,89,0,4507,1656,7045,8737,16682,31509,22575,79229,15765,41708,13571,19078,15689,15530,16888,15394,17910,15954,17946,15294,20917,15128,24877,16266,43361,20318,74872,30403,28697,19804,20358,11079,19504,10249,11821,8868,2236,3340,11,885,0,0,0,0,0,0
44409,6호선,458,효창공원앞,16,1,2056,442,4365,3000,13263,5638,19883,17827,11494,10996,7906,6113,7468,5967,7986,5997,7847,6204,7142,6291,7456,6536,9424,7941,11540,9699,18840,16731,8533,11495,4736,6716,4385,6035,3018,5236,712,1977,3,199,0,0,0,0,0,0
44409,6호선,459,삼각지,1,0,1088,548,2935,3544,6497,11614,10071,18983,6524,8524,4760,6169,5943,5475,7224,5414,7538,5554,7226,4973,8582,5268,9832,5404,15727,7029,20665,10162,8818,6838,6307,4690,6005,4605,4337,4346,1168,1616,1,70,0,0,0,0,0,0
44409,6호선,460,녹사평(용산구청),12,0,849,391,1787,4042,3906,7873,6614,16036,4883,7812,4139,6024,4265,5627,4336,7318,5263,7189,5982,6850,6542,6520,9182,6718,11224,7736,16283,9931,8958,6564,7698,3900,9006,3292,6618,2615,1217,1114,0,79,0,0,0,0,0,0
44409,6호선,461,이태원,9,0,1970,951,3873,6793,7527,8855,11061,19441,8372,16927,6661,11986,7566,12172,8782,13394,9626,14696,10667,14017,13250,13891,17463,15605,21094,17436,25640,20716,17734,14895,15972,8361,18582,7300,11728,5772,2133,2647,2,360,0,0,0,0,0,0
44409,6호선,462,한강진,5,0,473,684,1170,6570,2616,16082,3833,28277,3243,23006,2628,12931,3331,13262,4229,13148,4979,16227,6602,11767,10201,10848,16666,11098,24201,11516,30568,13285,18723,5692,15029,2506,19501,2333,8478,1736,1161,789,0,466,0,0,0,0,0,0
44409,6호선,463,버티고개,4,0,649,295,1418,1105,3646,2439,5415,4118,3183,2815,2161,2177,2183,1923,2391,2043,2133,2139,1974,2388,2537,2545,2729,2650,3360,3735,4247,5739,2339,4207,1601,2554,1172,2378,915,2175,207,849,1,50,0,0,0,0,0,0
