"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_계_10~19세","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_계_80~89세","2021년08월_계_90~99세","2021년08월_계_100세 이상"
"경기도 구리시 인창동(4131053000)","23,336","23,336","1,688","2,322","3,357","3,000","3,854","4,253","2,838","1,357","600","65","2"
"경기도 구리시 교문1동(4131054100)","16,476","16,476","719","1,056","2,217","2,003","2,484","3,170","2,777","1,320","616","84","30"
"경기도 구리시 교문2동(4131054200)","21,944","21,944","1,478","2,628","3,007","2,451","3,731","3,911","2,866","1,235","564","69","4"
"경기도 구리시 수택1동(4131057000)","15,710","15,710","741","1,070","2,353","1,933","2,267","3,178","2,532","1,097","477","60","2"
"경기도 구리시 수택2동(4131058000)","25,657","25,657","1,280","2,023","3,752","3,152","3,618","5,037","4,082","1,789","811","108","5"
"경기도 구리시 수택3동(4131059000)","21,809","21,809","1,506","2,226","3,041","2,650","3,878","4,046","2,581","1,232","569","77","3"
"경기도 남양주시 (4136000000)","727,221","727,221","63,796","78,265","86,278","89,521","131,480","120,400","88,964","45,675","19,926","2,776","140"
"경기도 남양주시 와부읍(4136025000)","61,161","61,161","3,746","7,215","7,698","5,787","10,619","11,134","7,916","4,715","2,033","285","13"
"경기도 남양주시 진접읍(4136025300)","92,576","92,576","7,721","11,375","10,624","9,856","17,020","15,442","11,532","6,012","2,658","322","14"
"경기도 남양주시 화도읍(4136025600)","104,434","104,434","8,433","11,419","12,282","12,031","19,669","17,826","12,664","6,884","2,839","374","13"
"경기도 남양주시 화도읍동부출장소(4136025700)","14,977","14,977","1,590","1,444","1,604","2,138","2,598","2,311","1,982","835","398","76","1"
"경기도 남양주시 진건읍(4136025900)","23,738","23,738","935","1,806","3,154","2,304","3,179","5,020","4,232","1,987","980","135","6"
"경기도 남양주시 오남읍(4136026200)","53,747","53,747","3,739","6,519","6,815","5,370","9,969","9,876","6,098","3,521","1,635","200","5"
"경기도 남양주시 퇴계원읍(4136026500)","29,280","29,280","1,624","2,523","3,921","3,265","4,158","5,607","4,808","2,225","1,021","119","9"
"경기도 남양주시 별내면(4136031000)","19,725","19,725","1,171","1,882","2,523","1,767","3,157","3,689","2,864","1,713","822","117","20"
"경기도 남양주시 수동면(4136034000)","9,217","9,217","326","758","848","743","1,020","1,773","1,978","1,125","517","122","7"
"경기도 남양주시 조안면(4136036000)","4,143","4,143","191","234","395","416","488","766","915","463","236","36","3"
"경기도 남양주시 호평동(4136051000)","57,822","57,822","6,267","7,213","6,261","7,551","11,938","8,541","5,437","3,156","1,256","191","11"
"경기도 남양주시 평내동(4136052000)","36,752","36,752","3,178","4,864","4,600","4,349","7,236","6,019","3,564","1,944","884","113","1"
"경기도 남양주시 금곡동(4136053000)","18,639","18,639","635","1,122","2,458","2,039","2,132","3,865","3,741","1,629","883","130","5"
"경기도 남양주시 양정동(4136054000)","4,431","4,431","150","174","495","478","458","863","1,083","473","230","24","3"
"경기도 남양주시 다산1동(4136054500)","83,895","83,895","11,015","8,833","9,483","13,735","16,698","10,999","7,718","3,729","1,461","216","8"
"경기도 남양주시 다산2동(4136056500)","35,681","35,681","4,584","3,851","3,727","5,266","7,337","5,222","3,588","1,440","571","92","3"
"경기도 남양주시 별내동(4136057000)","77,003","77,003","8,491","7,033","9,390","12,426","13,804","11,447","8,844","3,824","1,502","224","18"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","230,555","230,555","22,422","24,894","31,461","37,883","43,794","33,803","21,526","9,925","4,284","537","26"
"경기도 오산시 중앙동(4137051000)","35,780","35,780","3,795","4,153","4,445","5,331","6,724","5,460","3,423","1,614","754","81","0"
"경기도 오산시 남촌동(4137053000)","20,638","20,638","848","1,155","3,837","4,995","3,889","2,906","1,822","803","348","31","4"
"경기도 오산시 신장동(4137054000)","61,182","61,182","6,718","7,148","7,106","9,581","11,810","8,538","6,054","2,846","1,211","158","12"
"경기도 오산시 세마동(4137055000)","32,033","32,033","3,885","3,346","4,081","5,792","6,185","4,305","2,811","1,119","436","71","2"
"경기도 오산시 초평동(4137056000)","16,174","16,174","1,300","1,930","2,201","2,321","3,081","2,539","1,611","778","370","38","5"
"경기도 오산시 대원동(4137057000)","64,748","64,748","5,876","7,162","9,791","9,863","12,105","10,055","5,805","2,765","1,165","158","3"
"경기도 시흥시 (4139000000)","511,807","511,807","48,477","50,370","69,860","78,448","92,219","89,402","51,991","20,000","9,474","1,460","106"
"경기도 시흥시 대야동(4139051000)","44,995","44,995","3,510","3,485","6,672","7,035","6,558","8,613","5,806","2,076","1,060","171","9"
"경기도 시흥시 신천동(4139052000)","36,204","36,204","1,574","3,124","5,845","3,949","5,055","8,060","5,386","2,104","961","123","23"
"경기도 시흥시 신현동(4139053100)","9,969","9,969","414","723","1,392","984","1,273","2,189","1,797","756","376","56","9"
"경기도 시흥시 은행동(4139054000)","56,305","56,305","7,276","5,776","6,661","9,755","9,951","8,690","5,308","1,889","849","145","5"
"경기도 시흥시 매화동(4139055000)","12,139","12,139","649","1,154","1,681","1,089","1,871","2,526","1,750","887","462","67","3"
"경기도 시흥시 목감동(4139057000)","42,235","42,235","5,715","3,421","4,133","8,131","7,604","5,747","4,710","1,849","775","135","15"
"경기도 시흥시 군자동(4139058100)","21,951","21,951","1,476","2,197","2,817","2,564","3,818","4,098","2,939","1,317","627","87","11"
"경기도 시흥시 월곶동(4139058200)","16,162","16,162","1,357","1,495","1,919","2,385","3,159","2,740","1,828","857","367","52","3"
"경기도 시흥시 정왕본동(4139058900)","20,401","20,401","1,116","1,109","3,217","4,029","4,213","3,761","1,982","653","276","42","3"
"경기도 시흥시 정왕1동(4139059100)","22,402","22,402","1,252","1,914","3,709","3,342","4,513","4,317","2,206","752","342","51","4"
"경기도 시흥시 정왕2동(4139059200)","32,216","32,216","2,316","3,512","5,171","4,349","6,164","6,281","2,740","1,034","573","73","3"
"경기도 시흥시 정왕3동(4139059300)","23,002","23,002","1,681","2,096","3,029","3,135","4,571","4,611","2,504","876","416","81","2"
"경기도 시흥시 정왕4동(4139059400)","21,160","21,160","1,609","2,615","3,534","2,394","3,737","4,352","1,730","716","426","46","1"
"경기도 시흥시 배곧1동(4139059600)","35,688","35,688","5,857","4,341","3,458","6,807","7,713","4,462","2,195","599","221","34","1"
"경기도 시흥시 배곧2동(4139059700)","35,464","35,464","4,733","3,871","5,543","7,325","7,329","4,256","1,743","462","168","34","0"
"경기도 시흥시 과림동(4139062100)","1,948","1,948","44","51","156","182","166","446","568","226","85","20","4"
"경기도 시흥시 연성동(4139063000)","23,848","23,848","1,702","2,777","3,694","2,604","4,061","4,934","2,325","1,078","585","82","6"
"경기도 시흥시 장곡동(4139063100)","31,636","31,636","3,715","3,989","3,982","4,740","6,252","5,211","2,320","927","428","70","2"
"경기도 시흥시 능곡동(4139064000)","24,082","24,082","2,481","2,720","3,247","3,649","4,211","4,108","2,154","942","477","91","2"
"경기도 군포시 (4141000000)","269,752","269,752","19,213","25,732","37,262","37,281","43,054","47,450","35,481","15,150","7,876","1,208","45"
"경기도 군포시 군포1동(4141051000)","33,423","33,423","1,890","2,581","5,363","4,603","4,888","6,503","4,759","1,904","800","126","6"
"경기도 군포시 군포2동(4141052000)","43,932","43,932","3,509","4,898","6,075","5,803","7,198","7,856","5,439","2,045","951","154","4"
"경기도 군포시 산본1동(4141054000)","15,797","15,797","627","783","2,460","2,179","1,997","2,933","2,739","1,365","607","101","6"
"경기도 군포시 산본2동(4141055000)","26,883","26,883","2,104","2,752","3,589","3,444","4,332","4,699","3,746","1,390","706","118","3"
"경기도 군포시 금정동(4141056000)","17,268","17,268","787","1,122","2,728","2,338","2,417","3,379","2,867","1,108","452","67","3"
"경기도 군포시 재궁동(4141057000)","18,722","18,722","1,079","1,369","2,681","3,072","2,685","3,084","2,644","1,288","712","106","2"
"경기도 군포시 오금동(4141058000)","21,673","21,673","1,760","2,064","2,765","3,642","3,645","3,451","2,472","1,121","668","84","1"
"경기도 군포시 수리동(4141059000)","16,402","16,402","967","1,540","1,991","2,091","2,568","2,906","2,224","1,194","814","105","2"
"경기도 군포시 궁내동(4141060000)","20,729","20,729","1,734","3,017","2,514","2,136","4,007","3,600","2,099","916","626","77","3"
"경기도 군포시 대야동(4141061000)","9,346","9,346","605","945","1,112","1,035","1,539","1,763","1,359","643","288","52","5"
"경기도 군포시 광정동(4141062000)","25,065","25,065","1,634","2,655","3,615","3,208","4,086","4,422","2,968","1,366","936","167","8"
"경기도 군포시 송부동(4141063000)","20,512","20,512","2,517","2,006","2,369","3,730","3,692","2,854","2,165","810","316","51","2"
"경기도 의왕시 (4143000000)","163,510","163,510","12,804","14,246","23,024","22,793","24,207","29,316","22,831","9,144","4,379","744","22"
"경기도 의왕시 고천동(4143051000)","14,304","14,304","888","925","2,380","2,647","1,695","1,996","2,249","998","440","83","3"
"경기도 의왕시 부곡동(4143052000)","29,419","29,419","2,122","2,372","4,106","4,147","4,296","5,177","3,995","2,014","1,040","147","3"
"경기도 의왕시 오전동(4143053000)","38,926","38,926","2,864","3,873","5,121","4,894","6,037","7,064","5,741","2,251","923","155","3"
"경기도 의왕시 내손1동(4143054000)","20,839","20,839","1,476","1,936","3,230","2,371","3,066","4,117","2,913","1,040","577","108","5"
"경기도 의왕시 내손2동(4143055000)","22,855","22,855","2,264","2,070","3,080","3,425","3,525","4,062","2,811","986","543","88","1"
"경기도 의왕시 청계동(4143056000)","37,167","37,167","3,190","3,070","5,107","5,309","5,588","6,900","5,122","1,855","856","163","7"
"경기도 하남시 (4145000000)","310,365","310,365","31,439","27,314","38,083","51,634","55,235","44,448","37,910","16,976","6,191","1,078","57"
"경기도 하남시 천현동(4145051000)","7,573","7,573","339","404","913","1,018","981","1,423","1,563","604","257","64","7"
"경기도 하남시 신장1동(4145052000)","6,615","6,615","293","395","958","1,024","922","1,180","1,088","526","197","30","2"
"경기도 하남시 신장2동(4145053000)","45,055","45,055","3,696","3,739","5,065","6,525","7,139","6,939","7,072","3,471","1,223","178","8"
"경기도 하남시 덕풍1동(4145054000)","15,848","15,848","984","1,026","2,082","2,241","2,174","2,789","2,779","1,247","463","59","4"
"경기도 하남시 덕풍2동(4145055000)","19,213","19,213","1,085","1,098","2,452","2,950","2,528","3,370","3,485","1,560","592","89","4"
"경기도 하남시 덕풍3동(4145056000)","25,715","25,715","2,043","2,502","3,158","3,358","4,415","4,168","3,575","1,722","657","113","4"
"경기도 하남시 풍산동(4145057000)","30,023","30,023","4,360","3,028","3,236","5,254","6,082","3,892","2,640","1,025","390","107","9"
"경기도 하남시 감북동(4145058000)","2,761","2,761","83","138","342","361","365","573","525","241","113","19","1"
"경기도 하남시 감일동(4145058200)","24,935","24,935","3,495","2,358","2,882","4,758","4,372","3,272","2,366","987","366","73","6"
"경기도 하남시 위례동(4145058500)","25,385","25,385","3,375","2,717","2,822","4,127","5,049","3,791","2,440","757","261","45","1"
"경기도 하남시 춘궁동(4145059000)","3,937","3,937","131","196","473","423","506","784","785","396","207","33","3"
"경기도 하남시 초이동(4145060000)","3,581","3,581","167","171","465","471","437","710","711","295","146","7","1"
"경기도 하남시 미사1동(4145061000)","52,094","52,094","4,986","4,206","9,238","11,877","9,732","5,620","3,955","1,785","571","122","2"
"경기도 하남시 미사2동(4145062000)","47,630","47,630","6,402","5,336","3,997","7,247","10,533","5,937","4,926","2,360","748","139","5"
"경기도 용인시 (4146000000)","1,080,325","1,080,325","96,895","122,768","138,556","142,144","198,354","169,099","112,427","66,000","29,570","4,363","149"
"경기도 용인시 처인구 (4146100000)","262,030","262,030","20,422","26,817","34,969","33,659","43,501","43,658","33,783","16,241","7,734","1,206","40"
"경기도 용인시 처인구 포곡읍(4146125000)","33,649","33,649","2,196","3,812","4,815","3,891","5,928","6,008","3,967","1,954","936","140","2"
"경기도 용인시 처인구 모현읍(4146125300)","26,922","26,922","1,867","2,430","3,450","3,114","4,528","4,780","3,901","1,864","851","134","3"
"경기도 용인시 처인구 이동읍(4146125600)","20,457","20,457","1,491","1,789","2,168","2,348","3,332","3,740","3,146","1,520","790","127","6"
"경기도 용인시 처인구 남사읍(4146125900)","23,812","23,812","3,153","2,027","1,845","4,069","4,336","3,069","3,055","1,535","630","91","2"
"경기도 용인시 처인구 원삼면(4146134000)","8,284","8,284","330","583","739","718","1,041","1,557","1,802","932","498","82","2"
"경기도 용인시 처인구 백암면(4146135000)","9,197","9,197","236","1,156","953","734","979","1,565","1,906","927","655","85","1"
"경기도 용인시 처인구 양지면(4146136000)","20,760","20,760","1,213","3,038","2,660","2,449","3,116","3,441","2,873","1,213","630","120","7"
"경기도 용인시 처인구 중앙동(4146151000)","24,921","24,921","1,535","2,174","4,428","3,183","3,859","4,219","3,202","1,491","718","106","6"
"경기도 용인시 처인구 역삼동(4146152000)","44,666","44,666","4,647","4,417","7,171","7,305","7,720","6,455","4,089","1,939","790","129","4"
"경기도 용인시 처인구 유림동(4146153000)","36,279","36,279","3,089","4,281","4,913","4,459","6,722","6,280","3,690","1,879","845","117","4"
"경기도 용인시 처인구 동부동(4146154000)","13,083","13,083","665","1,110","1,827","1,389","1,940","2,544","2,152","987","391","75","3"
"경기도 용인시 기흥구 (4146300000)","441,375","441,375","40,886","50,482","57,157","57,784","82,828","68,636","43,458","26,422","11,899","1,760","63"
"경기도 용인시 기흥구 신갈동(4146351000)","38,420","38,420","3,251","3,529","5,053","5,995","6,535","6,215","4,198","2,393","1,110","134","7"
"경기도 용인시 기흥구 영덕1동(4146351600)","30,533","30,533","3,306","3,589","3,792","4,494","5,918","4,973","2,730","1,172","469","87","3"
"경기도 용인시 기흥구 영덕2동(4146351700)","17,541","17,541","1,837","1,230","2,449","3,159","2,733","2,787","1,809","753","612","168","4"
"경기도 용인시 기흥구 구갈동(4146352000)","41,900","41,900","4,182","3,318","6,613","7,579","7,086","6,609","3,813","1,867","709","117","7"
"경기도 용인시 기흥구 상갈동(4146353000)","13,314","13,314","916","1,239","1,958","1,887","2,317","2,267","1,362","905","421","42","0"
"경기도 용인시 기흥구 보라동(4146353500)","33,368","33,368","2,829","4,312","4,033","3,673","6,377","5,360","3,487","2,210","942","140","5"
"경기도 용인시 기흥구 기흥동(4146354000)","21,746","21,746","1,794","2,178","2,593","2,762","3,854","3,556","2,804","1,469","642","89","5"
"경기도 용인시 기흥구 서농동(4146355000)","26,285","26,285","3,026","2,578","5,302","4,413","4,514","3,255","1,968","842","343","42","2"
"경기도 용인시 기흥구 구성동(4146356000)","39,446","39,446","3,187","4,739","4,410","4,105","7,568","6,069","4,461","3,224","1,463","215","5"
"경기도 용인시 기흥구 마북동(4146357000)","32,071","32,071","2,544","3,043","4,070","3,940","5,301","5,152","3,807","2,782","1,240","185","7"
"경기도 용인시 기흥구 동백1동(4146357200)","32,828","32,828","3,228","5,635","3,623","3,261","7,702","4,902","2,227","1,501","659","88","2"
"경기도 용인시 기흥구 동백2동(4146357500)","27,264","27,264","2,528","4,625","3,246","2,285","6,105","4,450","2,119","1,252","570","82","2"
"경기도 용인시 기흥구 동백3동(4146357700)","25,697","25,697","3,200","3,216","2,415","3,517","5,378","3,029","2,238","1,758","851","94","1"
"경기도 용인시 기흥구 상하동(4146358600)","24,690","24,690","1,853","2,742","3,397","2,713","4,236","4,559","2,863","1,551","673","97","6"
"경기도 용인시 기흥구 보정동(4146359000)","36,272","36,272","3,205","4,509","4,203","4,001","7,204","5,453","3,572","2,743","1,195","180","7"
"경기도 용인시 수지구 (4146500000)","376,920","376,920","35,587","45,469","46,430","50,701","72,025","56,805","35,186","23,337","9,937","1,397","46"
"경기도 용인시 수지구 풍덕천1동(4146551000)","36,482","36,482","2,651","3,602","5,269","6,264","5,930","5,462","3,821","2,291","1,041","141","10"
"경기도 용인시 수지구 풍덕천2동(4146552000)","41,306","41,306","4,510","5,711","4,933","6,010","8,847","5,893","2,572","1,739","979","111","1"
"경기도 용인시 수지구 신봉동(4146553000)","37,929","37,929","3,324","5,350","4,067","3,901","7,831","5,898","3,504","2,776","1,119","156","3"
"경기도 용인시 수지구 죽전1동(4146554000)","56,614","56,614","4,746","6,904","7,935","6,876","10,541","8,993","5,420","3,367","1,614","209","9"
"경기도 용인시 수지구 죽전2동(4146555000)","18,417","18,417","1,449","1,555","2,837","3,211","3,002","2,872","1,842","1,052","501","94","2"
"경기도 용인시 수지구 동천동(4146556000)","49,609","49,609","5,608","5,377","5,563","7,663","9,592","7,218","4,865","2,609","957","151","6"
"경기도 용인시 수지구 상현1동(4146557000)","48,517","48,517","4,650","6,193","6,237","6,653","9,287","7,151","4,227","2,788","1,151","175","5"
"경기도 용인시 수지구 상현2동(4146558000)","33,550","33,550","3,181","4,196","3,814","4,086","6,408","5,164","3,158","2,392","1,009","139","3"
"경기도 용인시 수지구 성복동(4146559000)","54,496","54,496","5,468","6,581","5,775","6,037","10,587","8,154","5,777","4,323","1,566","221","7"
"경기도 파주시 (4148000000)","476,044","476,044","43,519","49,740","58,693","67,606","81,873","75,327","53,301","28,799","14,959","2,152","75"
"경기도 파주시 문산읍(4148025000)","48,420","48,420","4,722","4,819","5,663","7,490","7,539","7,042","5,619","3,426","1,858","233","9"
"경기도 파주시 파주읍(4148025300)","13,505","13,505","622","833","1,562","1,361","1,736","2,572","2,445","1,381","855","129","9"
"경기도 파주시 법원읍(4148025600)","10,486","10,486","314","680","1,285","876","1,129","2,056","2,107","1,250","690","99","0"
"경기도 파주시 조리읍(4148026200)","29,954","29,954","1,672","2,713","3,655","2,942","4,442","5,846","4,781","2,451","1,279","162","11"
"경기도 파주시 월롱면(4148031000)","9,586","9,586","171","275","2,388","2,210","1,009","1,340","1,212","588","338","55","0"
"경기도 파주시 탄현면(4148032000)","13,458","13,458","633","980","1,493","1,476","2,086","2,639","2,174","1,148","710","111","8"
"경기도 파주시 광탄면(4148035000)","11,319","11,319","445","621","1,232","999","1,272","2,298","2,343","1,239","719","147","4"
"경기도 파주시 파평면(4148036000)","3,888","3,888","84","187","440","229","343","742","845","578","367","69","4"
"경기도 파주시 적성면(4148037000)","7,500","7,500","561","508","977","874","796","1,139","1,294","876","397","74","4"
"경기도 파주시 장단면(4148039000)","715","715","21","44","56","55","83","140","131","115","63","7","0"
"경기도 파주시 금촌1동(4148051000)","22,133","22,133","1,074","1,460","3,413","2,845","3,169","4,147","3,296","1,738","862","126","3"
"경기도 파주시 금촌2동(4148052000)","32,884","32,884","3,112","4,190","4,193","4,280","5,931","5,324","3,064","1,773","892","123","2"
"경기도 파주시 금촌3동(4148053000)","27,641","27,641","2,191","2,729","3,857","3,540","4,341","4,863","3,368","1,730","898","123","1"
"경기도 파주시 교하동(4148054000)","45,678","45,678","4,281","5,657","5,486","6,229","8,660","7,370","4,423","2,227","1,159","182","4"
"경기도 파주시 운정1동(4148055000)","50,167","50,167","5,133","6,226","6,260","7,383","9,549","7,613","4,601","2,214","1,030","152","6"
"경기도 파주시 운정2동(4148056000)","63,072","63,072","8,742","7,731","6,472","11,303","12,608","7,859","4,539","2,510","1,146","158","4"
"경기도 파주시 운정3동(4148057000)","85,638","85,638","9,741","10,087","10,261","13,514","17,180","12,337","7,059","3,555","1,696","202","6"
"경기도 이천시 (4150000000)","222,883","222,883","18,212","23,592","31,094","30,665","34,805","35,321","28,033","13,140","7,030","959","32"
"경기도 이천시 장호원읍(4150025000)","14,574","14,574","917","1,326","1,531","1,452","1,972","2,417","2,606","1,402","841","107","3"
"경기도 이천시 부발읍(4150025300)","36,045","36,045","3,068","4,424","5,192","4,989","6,616","5,561","3,658","1,635","809","91","2"
"경기도 이천시 신둔면(4150031000)","14,066","14,066","1,058","1,144","1,646","1,833","1,955","2,602","2,222","1,031","488","84","3"
"경기도 이천시 백사면(4150032000)","11,326","11,326","752","859","1,330","1,252","1,603","2,147","1,860","889","535","96","3"
"경기도 이천시 호법면(4150033000)","6,538","6,538","305","931","768","678","705","1,092","1,113","586","316","43","1"
"경기도 이천시 마장면(4150034000)","15,800","15,800","1,542","1,940","2,338","2,710","2,098","2,087","1,697","880","439","66","3"
"경기도 이천시 대월면(4150035000)","14,462","14,462","1,145","1,173","2,606","2,485","2,106","1,920","1,666","855","442","63","1"
"경기도 이천시 모가면(4150036000)","4,402","4,402","129","259","377","342","479","820","1,009","568","371","46","2"
"경기도 이천시 설성면(4150037000)","4,691","4,691","157","217","395","350","488","846","1,080","656","430","65","7"
"경기도 이천시 율면(4150038000)","2,627","2,627","54","118","171","150","223","422","696","406","337","48","2"
"경기도 이천시 창전동(4150051000)","17,003","17,003","892","1,514","2,788","2,199","2,503","2,840","2,543","1,144","516","63","1"
"경기도 이천시 증포동(4150051500)","56,188","56,188","6,743","8,024","7,268","8,493","10,766","8,361","4,238","1,459","744","92","0"
"경기도 이천시 중리동(4150052000)","14,961","14,961","898","904","3,175","2,434","1,855","2,255","2,016","914","447","60","3"
"경기도 이천시 관고동(4150053000)","10,200","10,200","552","759","1,509","1,298","1,436","1,951","1,629","715","315","35","1"
"경기도 안성시 (4155000000)","189,641","189,641","13,424","18,391","23,182","22,876","30,161","31,625","27,258","13,788","7,805","1,093","38"
"경기도 안성시 공도읍(4155025000)","60,317","60,317","5,685","7,580","7,103","8,298","12,092","9,147","5,841","2,973","1,414","178","6"
"경기도 안성시 보개면(4155031000)","5,342","5,342","167","284","486","412","532","1,002","1,236","688","460","71","4"
"경기도 안성시 금광면(4155032000)","7,365","7,365","364","618","738","619","987","1,324","1,470","708","463","72","2"
"경기도 안성시 서운면(4155033000)","3,337","3,337","79","144","290","232","334","660","777","454","325","41","1"
"경기도 안성시 미양면(4155034000)","5,903","5,903","201","274","544","543","721","1,097","1,298","696","463","63","3"
"경기도 안성시 대덕면(4155035000)","15,391","15,391","1,304","1,083","2,060","2,520","2,610","2,342","2,028","919","459","65","1"
"경기도 안성시 양성면(4155036000)","5,264","5,264","133","269","452","383","550","1,013","1,253","647","461","99","4"
"경기도 안성시 원곡면(4155038000)","6,466","6,466","384","390","788","955","920","1,196","1,053","487","255","38","0"
"경기도 안성시 일죽면(4155039000)","7,708","7,708","276","543","680","607","817","1,334","1,790","983","582","91","5"
"경기도 안성시 죽산면(4155040000)","7,066","7,066","212","552","713","523","756","1,396","1,516","813","522","60","3"
"경기도 안성시 삼죽면(4155041000)","3,917","3,917","72","495","486","273","338","649","803","467","305","28","1"
"경기도 안성시 고삼면(4155042000)","1,943","1,943","44","81","200","132","175","367","501","236","175","30","2"
"경기도 안성시 안성1동(4155051000)","12,438","12,438","701","1,012","1,603","1,341","1,706","2,201","2,053","1,099","619","100","3"
"경기도 안성시 안성2동(4155052000)","24,648","24,648","2,048","2,583","3,757","3,336","4,087","3,951","2,897","1,292","620","77","0"
"경기도 안성시 안성3동(4155053000)","22,536","22,536","1,754","2,483","3,282","2,702","3,536","3,946","2,742","1,326","682","80","3"
"경기도 김포시 (4157000000)","485,221","485,221","54,771","49,304","52,906","76,098","91,484","68,555","52,837","26,407","11,162","1,641","56"
"경기도 김포시 통진읍(4157025000)","28,614","28,614","1,748","2,343","3,508","3,176","4,219","5,445","4,688","2,204","1,099","176","8"
"경기도 김포시 고촌읍(4157025300)","47,976","47,976","6,470","4,627","4,347","8,618","9,327","6,068","5,288","2,237","848","139","7"
"경기도 김포시 양촌읍(4157025600)","29,066","29,066","2,290","2,505","2,930","3,848","4,831","4,964","4,437","2,141","958","156","6"
"경기도 김포시 대곶면(4157034000)","9,825","9,825","312","528","923","858","1,231","2,134","2,159","1,043","543","92","2"
"경기도 김포시 월곶면(4157035000)","5,471","5,471","132","235","514","403","587","1,132","1,312","701","372","79","4"
"경기도 김포시 하성면(4157036000)","8,175","8,175","257","440","799","666","875","1,639","1,823","1,031","561","80","4"
"경기도 김포시 김포본동(4157051500)","61,230","61,230","5,906","6,315","7,698","8,203","10,646","10,293","6,965","3,405","1,585","209","5"
"경기도 김포시 장기본동(4157052500)","39,026","39,026","4,706","5,568","3,962","5,392","8,374","5,172","3,301","1,773","684","92","2"
"경기도 김포시 사우동(4157054000)","22,769","22,769","1,510","2,072","3,131","2,827","3,744","4,193","2,981","1,527","689","90","5"
"경기도 김포시 풍무동(4157055000)","62,012","62,012","6,555","7,005","7,749","9,012","11,634","9,040","6,157","3,305","1,375","173","7"
"경기도 김포시 장기동(4157056000)","41,349","41,349","5,471","5,148","3,963","6,507","9,204","4,976","3,414","1,867","703","93","3"
"경기도 김포시 구래동(4157057000)","44,475","44,475","6,507","3,972","5,792","10,139","8,687","4,202","3,144","1,472","487","71","2"
"경기도 김포시 마산동(4157057500)","35,406","35,406","5,503","3,142","3,043","7,665","7,040","3,517","3,129","1,727","555","84","1"
"경기도 김포시 운양동(4157058000)","49,827","49,827","7,404","5,404","4,547","8,784","11,085","5,780","4,039","1,974","703","107","0"
"경기도 화성시 (4159000000)","875,987","875,987","102,341","99,539","107,983","150,854","168,926","119,739","76,287","32,764","15,327","2,145","82"
"경기도 화성시 봉담읍(4159025300)","84,334","84,334","8,282","10,053","10,601","11,908","16,148","12,963","8,676","3,855","1,611","224","13"
"경기도 화성시 우정읍(4159025600)","17,454","17,454","858","1,426","1,787","1,587","2,720","3,515","2,956","1,605","882","115","3"
"경기도 화성시 향남읍(4159025900)","87,731","87,731","10,390","10,313","10,644","15,547","17,852","11,346","6,980","2,997","1,482","173","7"
"경기도 화성시 남양읍(4159026200)","42,895","42,895","4,061","3,674","5,887","7,260","7,014","6,658","5,074","2,118","972","171","6"
"경기도 화성시 매송면(4159031000)","7,028","7,028","248","453","797","625","906","1,444","1,390","726","391","48","0"
"경기도 화성시 비봉면(4159032000)","5,824","5,824","212","322","574","516","674","1,174","1,237","634","397","82","2"
"경기도 화성시 마도면(4159033000)","6,990","6,990","244","389","745","784","982","1,437","1,289","694","366","56","4"
"경기도 화성시 송산면(4159034000)","10,958","10,958","442","773","1,003","896","1,411","2,102","2,220","1,219","752","133","7"
"경기도 화성시 서신면(4159035000)","7,172","7,172","172","290","543","527","798","1,559","1,791","852","553","85","2"
"경기도 화성시 팔탄면(4159036000)","10,067","10,067","308","454","991","1,045","1,457","2,281","2,067","853","522","85","4"
"경기도 화성시 장안면(4159037000)","10,324","10,324","362","583","1,037","911","1,296","2,116","2,174","1,102","678","64","1"
"경기도 화성시 양감면(4159040000)","4,040","4,040","94","166","414","380","474","896","904","410","270","31","1"
"경기도 화성시 정남면(4159041000)","11,535","11,535","388","729","1,338","1,190","1,584","2,424","2,160","1,020","603","91","8"
"경기도 화성시 새솔동(4159051500)","22,993","22,993","4,167","2,359","2,390","4,870","4,543","2,862","1,369","271","143","18","1"
"경기도 화성시 진안동(4159052000)","43,690","43,690","4,170","3,859","7,207","8,613","7,806","6,017","3,724","1,539","668","84","3"
"경기도 화성시 병점1동(4159053000)","35,893","35,893","3,824","3,656","6,000","6,430","6,266","4,910","2,908","1,320","509","69","1"
"경기도 화성시 병점2동(4159054000)","24,074","24,074","2,245","3,909","3,028","2,886","5,225","3,407","1,830","1,039","454","50","1"
"경기도 화성시 반월동(4159055000)","32,070","32,070","4,100","4,028","3,972","5,621","6,052","4,494","2,689","732","334","48","0"
"경기도 화성시 기배동(4159056000)","13,533","13,533","1,197","1,789","1,692","1,490","2,604","2,307","1,432","716","270","36","0"
"경기도 화성시 화산동(4159057000)","23,049","23,049","1,671","2,175","3,127","2,865","3,917","4,117","3,156","1,360","582","72","7"
"경기도 화성시 동탄1동(4159058500)","51,168","51,168","6,010","6,887","8,106","9,446","10,151","6,639","2,514","972","394","47","2"
