"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_0~9세","2021년08월_계_10~19세","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_계_80~89세","2021년08월_계_90~99세","2021년08월_계_100세 이상"
"경상북도 경산시 남부동(4729053000)","19,967","19,967","1,911","2,005","2,021","2,517","3,548","3,011","2,686","1,533","648","86","1"
"경상북도 경산시 서부1동(4729054100)","35,794","35,794","2,597","3,866","4,326","3,803","6,091","6,161","5,009","2,599","1,189","149","4"
"경상북도 경산시 서부2동(4729054200)","35,880","35,880","3,848","2,913","4,475","5,381","5,661","6,073","4,353","2,167","904","102","3"
"경상북도 경산시 북부동(4729055000)","16,203","16,203","955","777","3,755","2,780","2,178","2,458","1,899","935","411","55","0"
"경상북도 경산시 동부동(4729056000)","38,922","38,922","3,098","4,211","5,340","4,768","6,729","6,653","4,738","2,197","1,046","138","4"
"경상북도 군위군 (4772000000)","22,853","22,853","625","919","1,402","1,227","2,033","4,106","5,534","3,989","2,664","340","14"
"경상북도 군위군 군위읍(4772025000)","8,095","8,095","387","570","694","590","1,063","1,474","1,551","1,046","635","79","6"
"경상북도 군위군 소보면(4772031000)","2,263","2,263","38","41","92","103","130","438","573","443","355","48","2"
"경상북도 군위군 효령면(4772032000)","3,723","3,723","88","124","236","174","291","669","1,009","671","407","53","1"
"경상북도 군위군 부계면(4772033000)","2,011","2,011","35","44","124","95","131","381","541","362","259","39","0"
"경상북도 군위군 우보면(4772034000)","1,951","1,951","15","35","93","77","117","343","518","412","310","30","1"
"경상북도 군위군 의흥면(4772035000)","2,343","2,343","36","64","89","99","159","375","615","512","350","40","4"
"경상북도 군위군 산성면(4772036000)","1,163","1,163","15","23","31","44","64","191","323","253","196","23","0"
"경상북도 군위군 삼국유사면(4772038000)","1,304","1,304","11","18","43","45","78","235","404","290","152","28","0"
"경상북도 의성군 (4773000000)","50,952","50,952","1,846","2,212","2,949","3,061","4,496","8,316","12,116","8,838","6,263","829","26"
"경상북도 의성군 의성읍(4773025000)","13,060","13,060","755","1,012","1,069","1,108","1,704","2,121","2,553","1,699","919","119","1"
"경상북도 의성군 단촌면(4773031000)","1,922","1,922","28","56","82","79","141","307","552","354","295","27","1"
"경상북도 의성군 점곡면(4773032000)","1,611","1,611","39","36","70","72","94","249","439","323","254","35","0"
"경상북도 의성군 옥산면(4773033000)","1,754","1,754","26","50","81","61","117","337","506","335","213","27","1"
"경상북도 의성군 사곡면(4773034000)","1,561","1,561","19","36","58","44","104","272","433","302","246","47","0"
"경상북도 의성군 춘산면(4773035000)","1,464","1,464","41","49","55","71","68","244","453","271","183","28","1"
"경상북도 의성군 가음면(4773036000)","1,462","1,462","34","39","51","69","91","235","424","277","211","28","3"
"경상북도 의성군 금성면(4773037000)","4,211","4,211","128","136","212","214","342","635","1,059","836","555","89","5"
"경상북도 의성군 봉양면(4773038000)","3,892","3,892","146","125","253","257","339","668","967","635","427","72","3"
"경상북도 의성군 비안면(4773039000)","2,563","2,563","91","46","105","134","183","411","662","504","377","48","2"
"경상북도 의성군 구천면(4773040000)","1,777","1,777","47","45","75","95","109","292","467","338","274","35","0"
"경상북도 의성군 단밀면(4773041000)","1,723","1,723","36","58","84","95","121","285","394","337","285","27","1"
"경상북도 의성군 단북면(4773042000)","1,793","1,793","40","49","104","83","116","305","433","347","289","26","1"
"경상북도 의성군 안계면(4773043000)","4,583","4,583","240","244","364","349","476","756","863","728","488","73","2"
"경상북도 의성군 다인면(4773044000)","3,776","3,776","90","124","170","182","262","603","921","774","583","64","3"
"경상북도 의성군 신평면(4773045000)","831","831","21","12","21","27","45","148","195","183","158","21","0"
"경상북도 의성군 안평면(4773046000)","2,142","2,142","51","75","68","81","132","328","588","422","352","44","1"
"경상북도 의성군 안사면(4773047000)","827","827","14","20","27","40","52","120","207","173","154","19","1"
"경상북도 청송군 (4775000000)","24,773","24,773","952","1,168","1,626","1,590","2,305","4,548","5,692","3,985","2,559","333","15"
"경상북도 청송군 청송읍(4775025000)","5,145","5,145","279","344","454","450","592","996","942","617","413","54","4"
"경상북도 청송군 주왕산면(4775031500)","1,830","1,830","46","53","86","110","141","344","483","338","204","25","0"
"경상북도 청송군 부남면(4775032000)","2,497","2,497","70","88","131","120","162","464","661","471","290","39","1"
"경상북도 청송군 현동면(4775033000)","2,086","2,086","74","100","137","98","188","420","446","350","237","34","2"
"경상북도 청송군 현서면(4775034000)","2,501","2,501","55","95","116","115","174","443","735","449","279","39","1"
"경상북도 청송군 안덕면(4775035000)","2,603","2,603","74","93","107","117","194","486","638","517","327","47","3"
"경상북도 청송군 파천면(4775036000)","1,766","1,766","54","52","84","91","133","265","461","328","255","43","0"
"경상북도 청송군 진보면(4775037000)","6,345","6,345","300","343","511","489","721","1,130","1,326","915","554","52","4"
"경상북도 영양군 (4776000000)","16,350","16,350","694","905","1,090","990","1,619","2,844","3,574","2,591","1,762","265","16"
"경상북도 영양군 영양읍(4776025000)","7,134","7,134","428","534","621","599","892","1,210","1,317","886","540","106","1"
"경상북도 영양군 입암면(4776031000)","2,097","2,097","68","74","97","110","173","350","514","396","275","39","1"
"경상북도 영양군 청기면(4776032000)","1,696","1,696","47","47","70","59","122","273","442","360","241","32","3"
"경상북도 영양군 일월면(4776033000)","1,752","1,752","36","79","108","70","122","336","409","295","264","32","1"
"경상북도 영양군 수비면(4776034000)","1,685","1,685","58","101","93","68","155","307","388","277","205","28","5"
"경상북도 영양군 석보면(4776035000)","1,986","1,986","57","70","101","84","155","368","504","377","237","28","5"
"경상북도 영덕군 (4777000000)","35,678","35,678","1,539","2,036","2,295","2,253","3,714","5,978","7,577","5,791","3,926","547","22"
"경상북도 영덕군 영덕읍(4777025000)","10,861","10,861","748","911","924","954","1,550","1,823","1,861","1,220","742","120","8"
"경상북도 영덕군 강구면(4777031000)","6,072","6,072","207","293","389","373","624","1,101","1,398","1,056","560","70","1"
"경상북도 영덕군 남정면(4777032000)","2,338","2,338","42","64","124","110","169","404","554","479","338","52","2"
"경상북도 영덕군 달산면(4777033000)","1,119","1,119","12","33","50","40","62","189","284","225","190","33","1"
"경상북도 영덕군 지품면(4777034000)","1,485","1,485","36","36","66","53","97","250","401","292","226","27","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","524","524","9","13","16","10","27","82","135","139","84","9","0"
"경상북도 영덕군 축산면(4777035000)","909","909","25","31","41","34","72","137","198","199","156","16","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,691","1,691","36","67","78","75","150","296","414","356","206","13","0"
"경상북도 영덕군 영해면(4777036000)","6,271","6,271","337","420","450","432","674","1,029","1,257","906","655","109","2"
"경상북도 영덕군 병곡면(4777037000)","2,748","2,748","64","124","109","114","193","427","644","547","464","62","0"
"경상북도 영덕군 창수면(4777038000)","1,660","1,660","23","44","48","58","96","240","431","372","305","36","7"
"경상북도 청도군 (4782000000)","41,736","41,736","1,431","2,199","2,662","2,604","4,258","7,087","9,849","6,647","4,358","631","10"
"경상북도 청도군 화양읍(4782025000)","7,139","7,139","451","648","591","602","1,001","1,185","1,308","791","489","72","1"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,109","1,109","39","26","57","89","93","167","271","195","149","22","1"
"경상북도 청도군 청도읍(4782025300)","10,111","10,111","401","707","798","790","1,281","1,746","2,153","1,365","770","98","2"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,586","1,586","44","44","67","78","134","239","452","321","181","26","0"
"경상북도 청도군 각남면(4782031000)","2,143","2,143","53","68","113","106","152","329","540","442","292","48","0"
"경상북도 청도군 풍각면(4782032000)","3,880","3,880","121","146","205","249","331","651","1,009","628","476","63","1"
"경상북도 청도군 각북면(4782033000)","2,219","2,219","57","65","111","100","142","428","607","402","270","36","1"
"경상북도 청도군 이서면(4782034000)","4,456","4,456","122","253","252","233","429","744","1,087","770","475","90","1"
"경상북도 청도군 운문면(4782035000)","2,078","2,078","31","40","122","92","166","420","540","338","291","38","0"
"경상북도 청도군 금천면(4782036000)","3,276","3,276","58","96","166","117","260","555","854","661","441","66","2"
"경상북도 청도군 매전면(4782037000)","3,739","3,739","54","106","180","148","269","623","1,028","734","524","72","1"
"경상북도 고령군 (4783000000)","30,792","30,792","1,348","1,931","2,364","2,114","3,622","5,740","6,513","4,128","2,687","336","9"
"경상북도 고령군 대가야읍(4783025300)","9,919","9,919","580","872","910","770","1,449","1,835","1,742","1,078","614","67","2"
"경상북도 고령군 덕곡면(4783031000)","1,422","1,422","35","39","82","59","94","244","382","237","222","26","2"
"경상북도 고령군 운수면(4783032000)","1,826","1,826","42","48","100","101","142","324","462","332","243","31","1"
"경상북도 고령군 성산면(4783033000)","2,531","2,531","64","70","189","162","224","521","635","384","243","39","0"
"경상북도 고령군 다산면(4783034000)","8,346","8,346","460","728","742","692","1,193","1,580","1,588","856","455","52","0"
"경상북도 고령군 개진면(4783035000)","1,906","1,906","41","33","111","104","129","398","493","341","218","37","1"
"경상북도 고령군 우곡면(4783036000)","1,543","1,543","25","41","67","71","128","273","353","323","243","19","0"
"경상북도 고령군 쌍림면(4783037000)","3,299","3,299","101","100","163","155","263","565","858","577","449","65","3"
"경상북도 성주군 (4784000000)","42,880","42,880","1,859","2,203","3,253","3,178","4,549","8,141","9,732","5,877","3,563","515","10"
"경상북도 성주군 성주읍(4784025000)","13,533","13,533","903","1,257","1,411","1,323","1,995","2,387","2,173","1,283","699","102","0"
"경상북도 성주군 선남면(4784031000)","6,132","6,132","198","197","432","457","579","1,295","1,559","902","437","71","5"
"경상북도 성주군 용암면(4784032000)","3,653","3,653","115","103","201","239","326","758","999","523","338","51","0"
"경상북도 성주군 수륜면(4784033000)","3,089","3,089","83","96","145","178","218","573","827","504","400","65","0"
"경상북도 성주군 가천면(4784034000)","2,006","2,006","60","38","107","116","159","394","547","309","241","33","2"
"경상북도 성주군 금수면(4784035000)","1,195","1,195","26","39","58","53","98","233","294","215","156","23","0"
"경상북도 성주군 대가면(4784036000)","2,426","2,426","68","88","179","125","219","425","592","424","270","36","0"
"경상북도 성주군 벽진면(4784037000)","3,048","3,048","99","84","187","176","248","555","839","519","290","50","1"
"경상북도 성주군 초전면(4784038000)","4,469","4,469","183","195","298","293","427","858","1,071","675","416","52","1"
"경상북도 성주군 월항면(4784039000)","3,329","3,329","124","106","235","218","280","663","831","523","316","32","1"
"경상북도 칠곡군 (4785000000)","114,021","114,021","8,924","11,417","11,751","14,040","20,480","19,839","14,694","7,658","4,545","651","22"
"경상북도 칠곡군 왜관읍(4785025000)","32,948","32,948","2,213","3,296","3,769","3,304","5,292","6,252","4,684","2,420","1,511","195","12"
"경상북도 칠곡군 북삼읍(4785025300)","24,433","24,433","1,781","3,140","2,917","2,385","5,110","4,950","2,469","1,065","544","72","0"
"경상북도 칠곡군 석적읍(4785025600)","31,011","31,011","4,173","3,784","2,955","6,626","7,217","3,322","1,750","746","386","51","1"
"경상북도 칠곡군 지천면(4785031000)","4,117","4,117","76","111","278","242","348","776","1,049","692","474","69","2"
"경상북도 칠곡군 동명면(4785032000)","5,355","5,355","124","173","392","330","469","1,082","1,414","782","497","91","1"
"경상북도 칠곡군 가산면(4785033000)","3,408","3,408","67","116","225","202","333","705","900","536","266","58","0"
"경상북도 칠곡군 약목면(4785036000)","9,606","9,606","286","626","1,011","648","1,310","2,200","1,806","1,048","597","71","3"
"경상북도 칠곡군 기산면(4785037000)","3,143","3,143","204","171","204","303","401","552","622","369","270","44","3"
